id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2094609	10.2307/2094609	Arms Races: A Test of Two Models	Robert L. Hamblin, Michael Hout, Jerry L. L. Miller, Brian L. Pitcher	American Sociological Review	42	2	1977-04-01T00:00:00Z	pp. 338-354	American Sociological Association	fla		This is an investigation of two models of arms races: Lewis F. Richardson's linear, additive, symmetric model and a curvilinear, asymmetric alternative based on the same interaction paradigm but with empirical equations from psychophysical experiments on perception as premises. Two hypotheses derived from each model are tested using data from seven arms races. In general, the data give stronger support to the curvilinear, asymmetric model which predicts the follower in the arms race will increase its armaments through time as an exponential function of the leader's armaments, and the leader will increase its armaments as a power function of the follower's efforts at the previous time period. The conclusions are based on the relative fit of the models to the seven sets of data, parsimony, reasonableness of the parameter estimates as adjudged by their signs and magnitudes, and predictions about the outcomes of the races--war or armed truce.	
10.2307/2117739	10.2307/2117739	Reply to Overington	Joseph R. Gusfield	American Sociological Review	42	1	1977-02-01T00:00:00Z	pp. 173-174	American Sociological Association	fla			
10.2307/2094961	10.2307/2094961	Workers and Machines: Dimensions and Determinants of Technical Relations in the Workplace	James N. Baron, William T. Bielby	American Sociological Review	47	2	1982-04-01T00:00:00Z	pp. 175-188	American Sociological Association	fla		This paper examines the relationship between work organization and stratification processes, specifically, the dimensions and determinants of workers' technical roles. Four dimensions of worker-technology relations emphasized in previous research are analyzed: skill and variety, diversity, technical interdependence, and control over work pacing. We find pervasive gender differences in the forces affecting worker-machine relations: ascriptive characteristics and schooling are more decisive for women; and, because there is a more rigid differentiation among women's technical roles, occupational and job characteristics exert a greater influence on relations to machines and technology than is the case for male workers. Results indicate that individual attributes minimally affect workers' positions within the technical division of labor; factors governing the organization of jobs and firms are more decisive. The implications of these results for theoretical debates and future research concerning work and inequality are discussed.	
10.2307/2095426	10.2307/2095426	Boomtown's Youth: The Differential Impacts of Rapid Community Growth on Adolescents and Adults	William R. Freudenburg	American Sociological Review	49	5	1984-10-01T00:00:00Z	pp. 697-705	American Sociological Association	fla		When adolescents from a rapidly growing community are compared to counterparts in three nearby communities that are expecting growth of their own, the young persons in the rapidly growing community have significantly lower evaluations of their community, more negative attitudes toward growth, lower levels of satisfaction, and higher levels of alienation. None of these differences are found when adults from the growing community are compared to adults in the same three control communities, and none can be explained by sociodemographic background factors (including length of community residence). The study's ethnographic data strongly suggest that the reasons for the anomalous findings are predominantly social and cultural in nature and are not strongly affected by the types of economic and logistical factors that have been the focus of most analyses to date.	
10.2307/2095044	10.2307/2095044	External Conflict/Internal Cohesion: A Reevaluation of an Old Theory	Kyriacos C. Markides, Steven F. Cohn	American Sociological Review	47	1	1982-02-01T00:00:00Z	pp. 88-98	American Sociological Association	fla		Williams hypothesizes that external conflict increases group cohesion only if two conditions are met: a minimal consensus among group members that the aggregate is a group and its preservation is worthwhile; and a threat perceived to be against the group as a whole. A study of the political evolution of the Greek Cypriot community after the Turkish invasion of Cyprus in 1974 suggests three additional conditions: (1) political elites must be sufficiently unified to be able to arrive at a consensus on a policy to deal with the conflict; (2) there must be a minimal consensus among group members that this policy is capable of satisfactorily resolving the conflict; and (3) in societies with deep political divisions one side should not be able to blame the other(s) for the emergence of the threat.	
10.2307/2095032	10.2307/2095032	Beliefs vs. Data: More on the Illness Behavior of Men and Women	Walter R. Gove, Michael Hughes	American Sociological Review	46	1	1981-02-01T00:00:00Z	pp. 123-128	American Sociological Association	fla			
10.2307/2094977	10.2307/2094977	The Stratification of Metropolitan Suburbs, 1960-1970	John R. Logan, Mark Schneider	American Sociological Review	46	2	1981-04-01T00:00:00Z	pp. 175-186	American Sociological Association	fla		In contrast to past findings of persistent social status in suburbs, this study of 52 metropolitan regions during 1960-1970 reveals considerable differentiation and flux. We find variations between metropolitan regions in the direction and extent of change in inequality between suburbs. Inequality tended to increase in the 1960s in metropolitan regions with a highly fragmented local governmental structure and to decline in regions with fast-growing populations, especially those which experienced substantial suburbanization of employment.	
10.2307/2095046	10.2307/2095046	The Cost of Inequality: Metropolitan Structure and Violent Crime	Judith R. Blau, Peter M. Blau	American Sociological Review	47	1	1982-02-01T00:00:00Z	pp. 114-129	American Sociological Association	fla		The hypothesis tested is that variations in rates of urban criminal violence largely result from differences in racial inequality in socioeconomic conditions. Data on the 125 largest American metropolitan areas (SMSAs) are used to ascertain whether this hypothesis can account for three correlates of violent crime differently interpreted in the literature. Criminal violence is positively related to location in the South, which has been interpreted as the result of the Southern tradition of violence. It is positively related to the proportion of blacks in an SMSA, which has been interpreted as reflecting a subculture of violence in ghettos. And it is positively related to poverty, which has been interpreted as the emphasis on toughness and excitement in the culture of poverty. The analysis reveals that socioeconomic inequality between races, as well as economic inequality generally, increases rates of criminal violence, but once economic inequalities are controlled poverty no longer influences these rates, neither does Southern location, and the proportion of blacks in the population hardly does. These results imply that if there is a culture of violence, its roots are pronounced economic inequalities, especially if associated with ascribed position.	
10.2307/2095098	10.2307/2095098	Logistic Regression	Michael Swafford	American Sociological Review	46	6	1981-12-01T00:00:00Z	pp. 949-950	American Sociological Association	fla			
10.2307/2095057	10.2307/2095057	Errata: "A New Theory of Distributive Justice"		American Sociological Review	46	3	1981-06-01T00:00:00Z	p. iv	American Sociological Association	fla			
10.2307/2094257	10.2307/2094257	Structural Determinants of Fertility in Latin America: 1800-1970	Phillips Cutright, Michael Hout, David R. Johnson	American Sociological Review	41	3	1976-06-01T00:00:00Z	pp. 511-527	American Sociological Association	fla		Theoretical arguments that structural modernization reduces fertility rates are reviewed and empirical work discussed. The view that Latin American fertility has not responded to increasing modernization because the Roman Catholic Church is a powerful pronatalist institution is tested with a historical model. Characteristics of Spanish rule before 1830 and 19th century immigration patterns are determinants of the level of modernization and Catholic institutional strength in 1900. Modernization reduces crude birth rates in 1910 and later years and also depresses illegitimate and marital fertility. A strong negative effect of Catholic strength on illegitimacy is counter-balanced by its strong positive impact on marital fertility.	
10.2307/2095131	10.2307/2095131	Empirical Verification and Black's "The Behavior of Law"	John Braithwaite, David Biles	American Sociological Review	45	2	1980-04-01T00:00:00Z	pp. 334-338	American Sociological Association	fla			
10.2307/2095555	10.2307/2095555	Comparative Social Mobility Revisited: Models of Convergence and Divergence in 16 Countries	David B. Grusky, Robert M. Hauser	American Sociological Review	49	1	1984-02-01T00:00:00Z	pp. 19-38	American Sociological Association	fla		This paper reanalyzes 3-stratum intergenerational mobility classifications, assembled by Hazelrigg and Garnier for men in 16 countries in the 1960s and 1970s. Log-linear and log-multiplicative models are used to compare mobility regimes and to estimate effects of industrialization, educational enrollment, social democracy, and income inequality on immobility and other parameters of the mobility process. Several models of mobility fit the data equally well, so criteria of plausibility and parsimony are applied to choose one model of stratum-specific immobility and another model of vertical mobility with uniform immobility. We find substantial similarity in mobility and immobility across countries, but the exogenous variables do explain systematic differences among countries. Cross-national variations are complex because most of the exogenous variables have different effects on different parameters of the mobility regime. Relative to other factors, industrialization and education have weaker effects on mobility regimes than has usually been supposed.	
10.2307/2094834	10.2307/2094834	The "Ecological Approach" and Community Leadership	Charles M. Bonjean, Michael D. Grimes, Robert L. Lineberry, J. Larry Lyon	American Sociological Review	44	1	1979-02-01T00:00:00Z	pp. 181-182	American Sociological Association	fla			
10.2307/2094185	10.2307/2094185	Is There a Subculture of Violence?	Stephen Magura	American Sociological Review	40	6	1975-12-01T00:00:00Z	pp. 831-836	American Sociological Association	fla			
10.2307/2095130	10.2307/2095130	Synthesis and Comparison of Stratification Theories: A Reply	Robert V. Robinson, Jonathan Kelley	American Sociological Review	45	2	1980-04-01T00:00:00Z	pp. 328-334	American Sociological Association	fla			
10.2307/2094924	10.2307/2094924	Sex Segregation and Sectors: An Analysis of Gender Differences in Returns from Employer Changes	Rachel A. Rosenfeld	American Sociological Review	48	5	1983-10-01T00:00:00Z	pp. 637-655	American Sociological Association	fla		Using January 1973 Current Population Survey data on white employer-changers, this paper examines by gender and age: (1) mobility between economic sectors and between male and female occupations; (2) factors influencing chances for leaving a sex-typical occupation and competitive sector industry; and (3) the effects of such moves on wage advancement chances, net of credentials and work histories. It finds that there are people who move across sector and across sex-typicality boundaries, but that individuals' credentials and work histories have little power to explain this mobility. Moving into the competitive sector depresses chances for wage gains, while moving out of this sector brings gains. Moves between typically male and typically female occupations, on the other hand, do no affect relative wage outcomes.	
10.2307/2095184	10.2307/2095184	Comment on Gove and Hughes	David Mechanic	American Sociological Review	45	3	1980-06-01T00:00:00Z	pp. 513-514	American Sociological Association	fla			
10.2307/2095209	10.2307/2095209	Economic Dualism: A Critical Review	Randy Hodson, Robert L. Kaufman	American Sociological Review	47	6	1982-12-01T00:00:00Z	pp. 727-739	American Sociological Association	fla		In this paper we examine the model underlying the dual economy approach to labor market segmentation. We provide a specification of the components of the model as well as the linkages between components. This construction of the underlying model allows us to evaluate it systematically as a model, to consider and to evaluate each component and linkage separately. While we conclude that there are several important contributions to retain from the dual approach, including the insight that capital structure conditions labor market outcomes, we argue that it is inadequate for sustaining theoretical and empirical development. As a new starting point for the study of economic and labor market segmentation we suggest a resource perspective which retains insights from the dual approach but avoids its overly restrictive assumptions.	
10.2307/2094614	10.2307/2094614	Reply to McConaghy	Vern L. Bengston	American Sociological Review	42	2	1977-04-01T00:00:00Z	pp. 372-373	American Sociological Association	fla			
10.2307/2094887	10.2307/2094887	Income Inequality in the Federal Civilian Government	Patricia A. Taylor	American Sociological Review	44	3	1979-06-01T00:00:00Z	pp. 468-479	American Sociological Association	fla		An analysis of income inequality by race and sex within the federal civil service yields three findings of importance for income attainment and human capital research. First, large differences in salary between minority/sex groups remain after occupational stream and a number of employment-related variables are controlled. Second, institutionalized discrimination explains only one-half of these salary differences. Finally, within the federal civil service, the pay structures of minority and nonminority women are more similar to each other than are the pay structures of any other two groups of employees.	
10.2307/2117715	10.2307/2117715	World System Position, Dependency, and Democracy: The Cross-National Evidence	Kenneth Bollen	American Sociological Review	48	4	1983-08-01T00:00:00Z	pp. 468-479	American Sociological Association	fla		Semiperipheral and peripheral positions in the world system are thought to reduce a country's chances for political democracy, but this hypothesis has been neglected in empirical research. Arguments from dependency and world system theory suggesting such a relationship are first derived. Next, a regression analysis of the relations of political democracy to world system positions and economic development is undertaken. Using partial regression plots, six countries that appear to be misclassified on the Snyder and Kick (1979) world system measure are identified. A reanalysis of the data with these cases reclassified demonstrates the negative influence of peripheral and semiperipheral positions on democracy for the full sample as well as random subsamples. Throughout the analysis economic development has a significant, positive effect on political democracy.	
10.2307/2095128	10.2307/2095128	The Spatial Structure of Income Distribution in Rural Regions	David A. McGranahan	American Sociological Review	45	2	1980-04-01T00:00:00Z	pp. 313-324	American Sociological Association	fla		Drawing on the concepts of metropolitan spread and central place hierarchy, this paper develops a spatial model of income distribution in rural regions. Central to the model is the argument that proximity to growing metropolitan centers and community commercial centrality affect incomes differentially, in ways that depend on education, age, and proprietorship. It is argued that these differential effects are reflected in the distribution of income across and within communities, having implications for community stratification, structure, and, following Molotch (1976), the differentiation of interests in community growth.	
10.2307/2095466	10.2307/2095466	Heredity and Sociological Theories of Delinquency: A Reconsideration	David C. Rowe, D. Wayne Osgood	American Sociological Review	49	4	1984-08-01T00:00:00Z	pp. 526-540	American Sociological Association	fla		In most sociological treatments of crime and delinquency, genetic explanations are either ignored or ridiculed. While the belief that single genetic defects produce delinquent behavior is untenable, modern genetic theory is concerned with the influence of many genes on normal human behavioral variation. This analysis of genetic variation can be united with sociological theory. In particular, a twin study of the covariation between delinquent behavior and association with delinquent peers is used to demonstrate the value of a behavioral genetic analysis for developing social theory. The phenotypic correlation between self-reported "delinquency" and the "delinquency of friends" is apportioned to three theoretical sources: genetic variation; common environmental influences that affect family members equally; and specific environmental influences that affect each individual uniquely. Of the three component sources, genetic factors contributed most to the phenotypic covariation in this study. Although genetic factors are implicated, this result does not mean that delinquency is either a direct result of biological differences or that it is inevitable. Rather, it shows that causal sequences leading to delinquency are traceable to individual differences in genes, so any social causation entails either individual differences in reactions to social processes or differential social reactions to already differing individuals. Implications of behavioral genetic analyses of covariation for theories of delinquency are discussed.	
10.2307/2095180	10.2307/2095180	Beyond Misspecification in Sociological Analyses of Income Inequality	Erich Weede	American Sociological Review	45	3	1980-06-01T00:00:00Z	pp. 497-501	American Sociological Association	fla		Since the mid-70s, there has been some debate in the ASR about correlates of the size distribution of income in cross-national analysis. According to previous research, economic development seems to have little impact, whereas state strength or dependency, and democracy are more useful predictors of income inequality. Here it is argued that much sociological research rests on misspecification of the relationship between economic development and income inequality, and therefore needs reanalysis rather than uncritical acceptance. A partial reanalysis of previous studies, avoiding specification error, first demonstrates a moderately strong curvilinear relationship between economic development and inequality; second, it casts considerable doubt on state strength or little dependency as equalizers of income; third, it reconfirms a cross-sectional correlation between democracy and less inequality, even after proper controls for economic development.	
10.2307/2094521	10.2307/2094521	The Open and Closed Question	Howard Schuman, Stanley Presser	American Sociological Review	44	5	1979-10-01T00:00:00Z	pp. 692-712	American Sociological Association	fla		Two quite different reasons for employing open as opposed to closed attitude questions can be distinguished. One is to discover the responses that individuals give spontaneously; the other is to avoid the bias that may result from suggesting responses to individuals. The first goal can be satisfied through careful pretesting, whereas the second requires that open questions be used in the final questionnaire. We examine both goals by means of experiments within large-scale sample surveys. A widely used closed question on Work Values is first compared with a parallel open question, and then the responses to the latter are used to reformulate the closed alternatives in new comparisons. More limited experiments on two other items also are discussed. In all cases there are large and reliable differences between question forms in univariate distributions, and in most cases important differences in bivariate relations also occur. An attempt is made to explain and reconcile both kinds of differences. The evidence suggests that if closed alternatives initially are constructed on the basis of sufficient open responses, then remaining open/closed differences may be due mainly to interviewing and coding problems with open questions, rather than to bias from closed questions.	
10.2307/2094848	10.2307/2094848	Reply to Brown	Michael P. Carroll	American Sociological Review	41	4	1976-08-01T00:00:00Z	pp. 744-746	American Sociological Association	fla			
10.2307/2095083	10.2307/2095083	Interlocking Directorates and Interest Group Formation	Beth Mintz, Michael Schwartz	American Sociological Review	46	6	1981-12-01T00:00:00Z	pp. 851-869	American Sociological Association	fla		This paper uses data on interlocking directorates to test three theories of corporate organization: managerialism, coalition theory, and the theory of finance capital. Findings suggest that the modern corporation is not an autonomous unit as suggested by managerialism, that firms do not form flexible alliances which pursue mutual interests as implied by coalition theory, and that the interest groups of traditional finance capital theory do not characterize the interlock network of the 1960s. Instead, the system is dominated by a handful of interconnected major New York commercial banks and insurance companies which form the center of an integrated national network.	
10.2307/2094958	10.2307/2094958	Erratum: "Stratification, Work, and Values"		American Sociological Review	47	2	1982-04-01T00:00:00Z	p. iv	American Sociological Association	fla			
10.2307/2094255	10.2307/2094255	The Utility of Education and Attractiveness for Females' Status Attainment Through Marriage	Patricia Ann Taylor, Norval D. Glenn	American Sociological Review	41	3	1976-06-01T00:00:00Z	pp. 484-498	American Sociological Association	fla		A study of a U.S. national sample of females ages 25 through 40 reveals a moderate association of education, and a weaker association of physical attractiveness, with husbands' occupational prestige. Consistent with earlier findings reported by Elder, the contribution of education to females' status attainment through marriage seems to vary positively with level of origins and the contribution of attractiveness seems to vary inversely, except that the apparent effects for farmers' daughters resemble those for high-origin rather than low-origin females. The contribution of attractiveness seems almost nil for both farmers' daughters and high-origin females and does not seem to vary systematically by age. Among daughters of low-manual workers, education and attractiveness seem to interact, so that each enhances the utility of the other. It is concluded that the exchange involved in mate selection must be very complex and that the major exchange theories of mate selection probably underestimate the influence of highly variable needs, preferences and tastes.	
10.2307/2094994	10.2307/2094994	Christmas Gifts and Kin Networks	Theodore Caplow	American Sociological Review	47	3	1982-06-01T00:00:00Z	pp. 383-392	American Sociological Association	fla		The ritual Christmas gift giving in Middletown involves virtually the entire population and is governed by elaborate unwritten rules that are remarkably well enforced without obvious means of enforcement. Most gifts are scaled to the formal relationship between giver and receiver. It is proposed that ritualized gift giving in this society, as in others, is a way of reinforcing relationships that are highly valued but insecure.	
10.2307/2095248	10.2307/2095248	Keynesian Government Intervention and Income Inequality	Robert W. Jackman	American Sociological Review	45	1	1980-02-01T00:00:00Z	pp. 131-137	American Sociological Association	fla			
10.2307/2094960	10.2307/2094960	Erratum: "Racial Characteristics and the Imposition of the Death Penalty"		American Sociological Review	47	2	1982-04-01T00:00:00Z	p. iv	American Sociological Association	fla			
10.2307/2095124	10.2307/2095124	The Tacit Conventions of the Modernity School: An Analysis of Key Assumptions	William C. Rau	American Sociological Review	45	2	1980-04-01T00:00:00Z	pp. 244-260	American Sociological Association	fla		This paper examines a number of conventions which guide current research into psychological modernity. The key assumption is unidimensionality, an assumption which underlies recent investigations into the convergent and discriminant validity of various modernity scales. I show that this assumption takes for granted what needs to be proven and, therefore, violates the null hypothesis axiom. Using data from a five nation study of individual modernity, I statistically examine this assumption and demonstrate its inappropriateness to modernity research. I close with an interpretation of patterns of modernity in the five nations. These patterns have been derived from factor solutions that meet statistical tests of dimensionality. The results suggest that existing modernity data should be reanalyzed.	
10.2307/2094838	10.2307/2094838	Sex Differences in Status Attainment in Science: The Case of the Postdoctoral Fellowship	Barbara F. Reskin	American Sociological Review	41	4	1976-08-01T00:00:00Z	pp. 597-612	American Sociological Association	fla		This article compares the status-attainment process for women and men, using career data for a sample of 450 doctoral chemists. The study focuses on the role of the postdoctoral fellowship, a career event that is thought to validate predoctoral performance and foster later professional success. Analyses of covariance show sex interactions for both the predoctoral determinants and the occupational consequences of the postdoctoral experience (award receipt and prestige), which persist when marital status is taken into account. Such sex-fellowship interactions fail to occur only for the impact of the fellowship on productivity, indicating a prestigious award-enhanced scientific output for both sexes. These results seriously question whether achievement norms govern status attainment for female scientists and whether science is, in fact, unique in its normative structure.	
10.2307/2094550	10.2307/2094550	White Workers' Loss from Racial Discrimination: Reply to Villemez	Albert Szymanski	American Sociological Review	43	5	1978-10-01T00:00:00Z	pp. 776-782	American Sociological Association	fla			
10.2307/2094801	10.2307/2094801	Social Assimilation Among American Catholic National-Origin Groups	Richard D. Alba	American Sociological Review	41	6	1976-12-01T00:00:00Z	pp. 1030-1046	American Sociological Association	fla		The current resurgence of interest in white ethnicity largely has taken the form of asserting the continued vitality of ethnic communities. Current scholars, following Gordon's (1964) well-known distinction between acculturation and social or structural assimilation, acknowledge the great extent of acculturation but maintain that, nonetheless, social assimilation has not taken place. They claim, in other words, that primary relationships are generally between individuals of like ethnicity. This paper, using data about Catholic national-origin groups in the early 1960s, finds little support for these present assertions of ethnic vitality.	
10.2307/2094871	10.2307/2094871	Reply to Bach and Irwin	Richard Rubinson	American Sociological Review	42	5	1977-10-01T00:00:00Z	pp. 817-821	American Sociological Association	fla			
10.2307/2117714	10.2307/2117714	The Social and Political Consequences of Overeducation	Val Burris	American Sociological Review	48	4	1983-08-01T00:00:00Z	pp. 454-467	American Sociological Association	fla		This study employs national survey data to estimate the extent of overeducation in the U.S. labor force and its impact on a variety of worker attitudes. Estimates are made of the extent of overeducation and its distribution among different categories of workers, according to sex, race, age, and class background. The effects of overeducation are examined in four areas of worker attitudes: job satisfaction, political leftism, political alienation, and stratification ideology. Evidence is found of significant effects of overeducation on job satisfaction and several aspects of stratification ideology. The magnitude of these effects is small, however, and they are concentrated almost exclusively among very highly overeducated workers. No evidence is found of generalized political effects of overeducation, either in the form of increased political leftism or in the form of increased political alienation. These findings fail to support the common prediction of major political repercussions of overeducation and suggest the likelihood of alternative forms of adaptation among overeducated workers.	
10.2307/2094846	10.2307/2094846	Failure in Sport	Donald W. Ball	American Sociological Review	41	4	1976-08-01T00:00:00Z	pp. 726-739	American Sociological Association	fla		A model of failure in sport is considered, with special reference to failure by those who may fail and their others. Qualitative materials from professional baseball and football are examined with reference to reactions to failure, and variations are assessed in terms of the differencs in social organization of these two sports.	
10.2307/2094947	10.2307/2094947	Political Involvement and Attitude Structure in the General Public	Charles M. Judd, Jon A. Krosnick, Michael A. Milburn	American Sociological Review	46	5	1981-10-01T00:00:00Z	pp. 660-669	American Sociological Association	fla		Differences in attitude structure as a function of political involvement are examined using a structural equation procedure with latent variables. In addition, criticisms of an earlier Judd and Milburn (1980) paper are examined. Findings suggest that the less involved are less likely to express political attitudes and that when they do their expressions contain more residual variance or error. At the same time, the attitudes of both the involved and uninvolved show evidence of a single underlying ideology that is remarkably stable in all groups. In arriving at these conclusions, a number of points are made concerning the procedures to be followed in comparing latent variable models between groups.	
10.2307/2094633	10.2307/2094633	Reply to Silver: On the Structure of Evidence	Murray Melbin	American Sociological Review	43	6	1978-12-01T00:00:00Z	pp. 931-932	American Sociological Association	fla			
10.2307/2094615	10.2307/2094615	Another Look at Modernity Scales: Reanalysis of the Convergent and Discriminant Validities of the Armer, Kahl, Smith and Inkeles, and Schnaiberg Scales	Jere Cohen, Amnon Till	American Sociological Review	42	2	1977-04-01T00:00:00Z	pp. 373-378	American Sociological Association	fla			
10.2307/2094850	10.2307/2094850	Reply to Kaufman	John Freeman	American Sociological Review	41	4	1976-08-01T00:00:00Z	pp. 748-749	American Sociological Association	fla			
10.2307/2094990	10.2307/2094990	Growth Controls, Population Growth, and Community Satisfaction	Mark Baldassare, William Protash	American Sociological Review	47	3	1982-06-01T00:00:00Z	pp. 339-346	American Sociological Association	fla		There is considerable conjecture but little evidence regarding the social contexts in which municipalities adopt growth controls. Likewise, the influence of planning interventions on growth rates and community satisfaction is not known. The best predictor of antigrowth policies among Northern California city planning agencies is the percentage white collar population and not, as recent urban literature predicts, relative community status or social homogeneity. The hypothesis that associations between city planning practices and community variables are mediated through local activism is given support. However, growth rates are not influenced by growth controls or the social variables associated with antigrowth policies. Further, a survey of Northern California residents suggests that those living in growth control communities report less community satisfaction.	
10.2307/2094495	10.2307/2094495	Explaining the Low Use of Health Services by the Poor: Costs, Attitudes, or Delivery Systems?	Diana B. Dutton	American Sociological Review	43	3	1978-06-01T00:00:00Z	pp. 348-368	American Sociological Association	fla		The poor, especially children, continue to receive fewer health services relative to need than the affluent. Explanations have traditionally focused on cost constraints or on cultural differences. This paper provides empirical evidence that such explanations do not fully account for income trends in preventive and symptomatic use. A third explanation, based on inadequacies in delivery systems used by the poor, is required. Factors representing each explanation are added sequentially to a multivariate model in order to shed light on their role in the income-use relationships. Particularly instructive are changes in estimates when types of delivery systems are added, since system differences have been ignored in much previous research. The importance of factors promoting use among the poor, e.g., public assistance, is underestimated, while the role of individual characteristics, e.g., attitudes, is overestimated. Results suggest that neither financial access nor health education, without accompanying improvements in delivery systems, will eliminate income differentials in use.	
10.2307/2094719	10.2307/2094719	Entry into Early Adolescence: The Impact of School Structure, Puberty, and Early Dating on Self-Esteem	Roberta G. Simmons, Dale A. Blyth, Edward F. Van Cleave, Diane Mitsch Bush	American Sociological Review	44	6	1979-12-01T00:00:00Z	pp. 948-967	American Sociological Association	fla		The purpose of this study is to examine the impact of the movement into early adolescence upon the self-esteem of children. Which children are most vulnerable to this role-transition and what is the effect of changes in school environment, pubertal development, and social behavior? With repeated survey interviews and nurses' measurements, 798 school children were followed from sixth into seventh grade in two different types of school systems. Findings indicate that, in seventh grade, white adolescent girls who have entered the new environment of junior high school appear to be at a disadvantage in comparison both to boys in general and to girls who do not have to change schools. Among the girls, the ones with lowest self-esteem appear to be those who have recently experienced multiple changes, that is, who have changed schools, have reached puberty, and who have also started to "date." Among boys, in contrast, early pubertal development is an advantage for self-esteem. These data thus demonstrate the way in which coping with a major role transition can be significantly affected by environmental context, level of biological development, and social behavior.	
10.2307/2094844	10.2307/2094844	Community Power and Decision Making: A Replication and Extension of Hawley	Richard A. Smith	American Sociological Review	41	4	1976-08-01T00:00:00Z	pp. 691-705	American Sociological Association	fla		Hawley hypothesized that success in any collective action is greatest where community power is more highly concentrated. Other research results indicate that community program adoptions and outputs are more closely associated with a dispersion of community power. The resolution of these contradictory findings may depend, in part, on recognizing important differences between various programs. The present research utilizes Froman's distinction of areal and segmental policies to categorize four community programs--urban renewal, public housing, fluoridation and Hill-Burton hospital construction. Replicating Hawley's original analysis and extending it over time to these additional programs shows a differential pattern of association between our measure of power (the MPO ratio) and areal versus segmental programs. The findings shed some light on an important theoretical issue concerning the relationship between community power and policy outputs, and demonstrate the necessity of accounting for relevant policy distinctions in further research.	
10.2307/2094774	10.2307/2094774	The Transition to Adulthood: Sex Differences in Educational Attainment and Age at Marriage	Margaret Mooney Marini	American Sociological Review	43	4	1978-08-01T00:00:00Z	pp. 483-507	American Sociological Association	fla		The transition to adulthood involves a number of role changes, but the timing of the transition in large part, is determined causally by educational attainment and age at marriage. These two variables are related positively for both sexes, but because women marry earlier than men, the relationship is stronger for women. Analyzing data from a fifteen year follow-up study of the high school students studied by Coleman in The Adolescent Society (1961), this paper examines sex differences in the determinants of educational attainment and age at first marriage and in the relationship between these two variables. The results, based on estimation of a simultaneous-equation model, indicate that women's earlier age at marriage is an important factor limiting their educational attainment. Age at first marriage has no significant effect on the educational attainments of men but has a stronger effect on the educational attainments of women than any of the variables usually considered in male models of the educational attainment process. Educational attainment also exerts a stronger effect on the timing of marriage for women than men, although it has a significant effect for both sexes.	
10.2307/2094883	10.2307/2094883	The Variability of Paradigms in the Production of Culture: A Comparison of the Arts and Sciences	Remi Clignet	American Sociological Review	44	3	1979-06-01T00:00:00Z	pp. 392-409	American Sociological Association	fla		While artistic and scientific endeavors take place in the context of collective actions, the structures and the functions of these actions are highly variable. The purpose of this paper is to show that the cohesiveness and permeability of culture producing communities differ between artistic and scientific fields as well as across the specific disciplines constitutive of each field, and that these contrasts are not stable over time. Correspondingly, the same variability characterizes the role played by paradigms in the definition of creative norms, in the rhetorics that professionals use to justify these norms, in the socialization of new practitioners and in the occurrence of scientific or esthetic revolutions.	
10.2307/2094261	10.2307/2094261	Reply to Wright and Wright	Melvin L. Kohn	American Sociological Review	41	3	1976-06-01T00:00:00Z	p. 548	American Sociological Association	fla			
10.2307/2095065	10.2307/2095065	Jasso on Distributive Justice	Karol Edward Sołtan	American Sociological Review	46	3	1981-06-01T00:00:00Z	pp. 348-352	American Sociological Association	fla			
10.2307/2094908	10.2307/2094908	The Presidential Address: The Challenge and Opportunities of Applied Social Research	Peter H. Rossi	American Sociological Review	45	6	1980-12-01T00:00:00Z	pp. 889-904	American Sociological Association	fla			
10.2307/2094632	10.2307/2094632	On the Use of Historical Documents and Evidence	Burton B. Silver	American Sociological Review	43	6	1978-12-01T00:00:00Z	pp. 929-931	American Sociological Association	fla			
10.2307/2094788	10.2307/2094788	Military Inequality: Reply to Hauser	John Sibley Butler	American Sociological Review	43	4	1978-08-01T00:00:00Z	pp. 607-610	American Sociological Association	fla			
10.2307/2094798	10.2307/2094798	Status Attainment and Status Maintenance: A Study of Stratification in Old Age	John C. Henretta, Richard T. Campbell	American Sociological Review	41	6	1976-12-01T00:00:00Z	pp. 981-992	American Sociological Association	fla		While sociologists have been interested in the stratification process at ages when members of a cohort experience many changes, attention has been focused most on the beginnings of the socioeconomic career. Though many changes also occur later in life, relatively little attention has been given to them. In this paper, the effect of aging on the relation of status variables to income is analyzed through a comparison of status attainment models for a cohort before and after most of its members have retired. Data for the earlier period are from the 1962 OCG survey and, for the later period, are from the combined 1973, 1974 and 1975 NORC General Social Survey. The analysis shows little change in the pattern of effects. Within the restricted age range, age has trivial effects. Respondent's education, occupation and marital status have direct effects on income. Overall, the analysis suggests a great deal of continuity in the determinants of income. Despite the potentially disruptive effects of changes at this age, the relation of status variables to income remains almost untouched in old age.	
