id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.1086/518905	10.1086/518905	Inequality and Equality under Chinese Socialism: The <i>Hukou</i> System and Intergenerational Occupational Mobility	Xiaogang Wu, Donald J. Treiman	American Journal of Sociology	113	2	2007-09-01T00:00:00Z	pp. 415-445	The University of Chicago Press	fla		Data from a 1996 national probability sample of Chinese men is used to analyze the effect of family background on occupational mobility in contemporary China, with particular attention to the rural‐urban institutional divide. China has an unusually high degree of mobility into agriculture and also, apparently, unusual “openness” in the current urban population. Both patterns are explained by China’s distinctive population registration system, which simultaneously fails to protect rural‐origin men from downward mobility and permits only the best educated to attain urban registration status, resulting in severe sample selection bias in previous studies restricted to the urban population. New light is shed on the relationships between the socialist state and social fluidity and between inequality and mobility.	
10.1086/669338	10.1086/669338	Contributors		American Journal of Sociology	118	3	2012-11-01T00:00:00Z	pp. iv-v	The University of Chicago Press	fla			
10.1086/600145	10.1086/600145	Contributors		American Journal of Sociology	114	6	2009-05-01T00:00:00Z	pp. i-ii	The University of Chicago Press	fla			
10.1086/502693	10.1086/502693	The Construction of a Global Profession: The Transnationalization of Economics	Marion Fourcade	American Journal of Sociology	112	1	2006-07-01T00:00:00Z	pp. 145-194	The University of Chicago Press	fla		This article relies on an analysis of the institutionalization of economics worldwide during the 20th century to argue that the logic of professional development in this particular field has come to be increasingly defined in global terms. Connections to (mainly) U.S.‐based standards of work and professional practice are routinely used in the local competition whereby different professional segments and groups seek to assert their authority on particular jurisdictions (scientific, corporate, or political). In this process of professional construction (or reconstruction), economies are being transformed through complex transnational mechanisms which, ultimately, feed back into the identity and jurisdictional claims of the economics profession itself, both in the “core” and in the “periphery.”	
10.1086/655750	10.1086/655750	Getting Personal: Networks and Stratification in the Russian Labor Market, 1985–2001	Theodore P. Gerber, Olga Mayorova	American Journal of Sociology	116	3	2010-11-01T00:00:00Z	pp. 855-908	The University of Chicago Press	fla		The authors use employment histories from survey data to examine personal network use and stratification in the Russian labor market from 1985 to 2001. Institutional changes associated with the Soviet collapse increased the use of networks and shaped their prevalence and benefits in theoretically coherent ways. In Russia, networks positively affect job quality, whether measured by occupation, current earnings, or wage arrears. These findings relate to recent debates over whether job contacts provide advantages and how social capital relates to postsocialist inequalities involving gender, Communist Party membership, and education. Russia also exhibits a previously overlooked relationship between network use and locality type.	
10.1086/210306	10.1086/210306	<i>Philosophies of Integration: Immigration and the Idea of Citizenship in France and Britain</i> by Adrian Favell	Carl‐Ulrik Schierup	American Journal of Sociology	105	1	1999-07-01T00:00:00Z	pp. 303-306	The University of Chicago Press	fla			
10.1086/342925	10.1086/342925	What Kind of Combat Sport Is Sociology?	Mitchell Duneier	American Journal of Sociology	107	6	2002-05-01T00:00:00Z	pp. 1551-1576	The University of Chicago Press	fla			
10.1086/597791	10.1086/597791	Murder by Structure: Dominance Relations and the Social Structure of Gang Homicide	Andrew V. Papachristos	American Journal of Sociology	115	1	2009-07-01T00:00:00Z	pp. 74-128	The University of Chicago Press	fla		Most sociological theories consider murder an outcome of the differential distribution of individual, neighborhood, or social characteristics. And while such studies explain variation in aggregate homicide rates, they do not explain the social order of murder, that is, who kills whom, when, where, and for what reason. This article argues that gang murder is best understood not by searching for its individual determinants but by examining the social networks of action and reaction that create it. In short, the social structure of gang murder is defined by the manner in which social networks are constructed and by people's placement in them. The author uses a network approach and incident‐level homicide records to recreate and analyze the structure of gang murders in Chicago. Findings demonstrate that individual murders between gangs create an institutionalized network of group conflict, net of any individual's participation or motive. Within this network, murders spread through an epidemic‐like process of social contagion as gangs evaluate the highly visible actions of others in their local networks and negotiate dominance considerations that arise during violent incidents.	
10.2307/3003891	10.2307/3003891	Comment: Controversies and Evidence in the Market Transition Debate	Yang Cao, Victor G. Nee	American Journal of Sociology	105	4	2000-01-01T00:00:00Z	pp. 1175-1189	The University of Chicago Press	fla			
10.1086/592206	10.1086/592206	Reconstructing Race in Science and Society: Biology Textbooks, 1952–2002	Ann Morning	American Journal of Sociology	114	s1	2008-11-01T00:00:00Z	pp. S106-S137	The University of Chicago Press	fla		How has growing knowledge about human genetics affected how American textbooks present race? This article analyzes 80 biology textbooks published from 1952 to 2002 to reveal that U.S. biology texts have pursued the topic of race with renewed vigor in recent years. Moreover, textbooks have redefined race as genetic without furnishing empirical evidence for this framing. The textbooks’ transformation sheds light on the broader relationship between race and science in the United States, where claims about racial difference have not only drawn instrumentally and selectively from empirical research, but at times forgo scientific grounding altogether. As the textbooks show, both the tight and the loose linkage of race to science can preserve the cultural authority of the race concept. The texts also make clear that race is not a one‐time construct or a relic of centuries past. Instead, it is continually remade—and is being reworked today—suggesting its dynamic adaptation for ongoing use as a fundamental tool of social stratification.	
10.1086/515816	10.1086/515816	Book Reviewers for Volume 103		American Journal of Sociology	103	6	1998-05-01T00:00:00Z	pp. 1797-1799	The University of Chicago Press	fla			
10.1086/669918	10.1086/669918	Masthead		American Journal of Sociology	118	3	2012-11-01T00:00:00Z		The University of Chicago Press	fla			
10.1086/653596	10.1086/653596	Trouble in Store: Probes, Protests, and Store Openings by Wal-Mart, 1998–2007	Paul Ingram, Lori Qingyuan Yue, Hayagreeva Rao	American Journal of Sociology	116	1	2010-07-01T00:00:00Z	pp. 53-92	The University of Chicago Press	fla		The authors consider how uncertainty over protest occurrence shapes the strategic interaction between companies and activists. Analyzing Wal‐Mart, the authors find support for their theory that companies respond to this uncertainty through a “test for protest” approach. In Wal‐Mart’s case, this consists of low‐cost probes in the form of new store proposals. They then withdraw if they face protests, especially when those protests signal future problems. Wal‐Mart is more likely to open stores that are particularly profitable, even if they are protested. This uncertainty‐based account stands in sharp contrast to full‐information models that characterize protests as rare miscalculations.	
10.1086/231324	10.1086/231324	Modernity and the State: East, West by Claus Offe	Fred Block	American Journal of Sociology	103	4	1998-01-01T00:00:00Z	pp. 1113-1114	The University of Chicago Press	fla			
10.1086/669605	10.1086/669605	Terrorist Events and Attitudes toward Immigrants: A Natural Experiment	Joscha Legewie	American Journal of Sociology	118	5	2013-03-01T00:00:00Z	pp. 1199-1245	The University of Chicago Press	fla		Using a quasi-experimental research design, this study examines the effect of terrorist events on the perception of immigrants across 65 regions in nine European countries. It first elaborates a theoretical argument that explains the effect of events and points to economic conditions, the size of the immigrant population, and personal contact as mediating factors. This argument is evaluated using the fact that the terror attack in Bali on October 12, 2002, occurred during the fieldwork period of the European Social Survey. The findings from this natural experiment reveal considerable cross-national and regional variation in the effect of the event and its temporal duration. The analysis on the regional level supports the argument about contextual variations in the response to the event and a second analysis based on the 2004 Madrid bombing confirms the study’s conclusions. Implications of the findings for societal responses to terror attacks, the literature on attitudes toward immigrants, and survey research are discussed.	
10.1086/210088	10.1086/210088	Initial Conditions, General Laws, Path Dependence, and Explanation in Historical Sociology	Jack A. Goldstone	American Journal of Sociology	104	3	1998-11-01T00:00:00Z	pp. 829-845	The University of Chicago Press	fla		Much of the training of the modern economist tends to weaken the trainee's natural, intuitive understanding of historical causation, so that some remedial work is required in addressing an audience, some of whose members' advanced education will have left them incapacitated in this particular way. (Paul A. David)	
10.1086/210178	10.1086/210178	The Categorical Imperative: Securities Analysts and the Illegitimacy Discount	Ezra W. Zuckerman	American Journal of Sociology	104	5	1999-03-01T00:00:00Z	pp. 1398-1438	The University of Chicago Press	fla		This article explores the social processes that produce penalties for                     illegitimate role performance. It is proposed that such penalties are                     illuminated in markets that are significantly mediated by product critics. In                     particular, it is argued that failure to gain reviews by the critics who                     specialize in a product's intended category reflects confusion over the                     product's identity and that such illegitimacy should depress demand. The                     validity of this assertion is tested among public American firms in the stock                     market over the years 1985–94. It is shown that the stock price of an American                     firm was discounted to the extent that the firm was not covered by the                     securities analysts who specialized in its industries. This analysis holds                     implications for the study of role conformity in both market and nonmarket                     settings and adds sociological insight to the recent “behavioral” critique of                     the prevailing “efficient‐market” perspective on capital markets.	
10.1086/672081	10.1086/672081	The Embeddedness of Adolescent Friendship Nominations: The Formation of Social Capital in Emergent Network Structures	Kenneth A. Frank, Chandra Muller, Anna S. Mueller	American Journal of Sociology	119	1	2013-07-01T00:00:00Z	pp. 216-253	The University of Chicago Press	fla		Although research on social embeddedness and social capital confirms the value of friendship networks, little has been written about how social relations form and are structured by social institutions. Using data from the Adolescent Health and Academic Achievement study and the National Longitudinal Study of Adolescent Health, the authors show that the odds of a new friendship nomination were 1.77 times greater within clusters of high school students taking courses together than between them. The estimated effect cannot be attributed to exposure to peers in similar grade levels, indirect friendship links, or pair-level course overlap, and the finding is robust to alternative model specifications. The authors also show how tendencies associated with status hierarchy inhering in triadic friendship nominations are neutralized within the clusters. These results have implications for the production and distribution of social capital within social systems such as schools, giving the clusters social salience as “local positions.”	
10.1086/592862	10.1086/592862	The Ethnic Roots of Class Universalism: Rethinking the “Russian” Revolutionary Elite	Liliana Riga	American Journal of Sociology	114	3	2008-11-01T00:00:00Z	pp. 649-705	The University of Chicago Press	fla		This article retrieves the ethnic roots that underlie a universalist class ideology. Focusing empirically on the emergence of Bolshevism, it provides biographical analysis of the Russian Revolution’s elite, finding that two‐thirds were ethnic minorities from across the Russian Empire. After exploring class and ethnicity as intersectional experiences of varying significance to the Bolsheviks' revolutionary politics, this article suggests that socialism’s class universalism found affinity with those seeking secularism in response to religious tensions, a universalist politics where ethnic violence and sectarianism were exclusionary, and an ethnically neutral and tolerant “imperial” imaginary where Russification and geopolitics were particularly threatening or imperial cultural frameworks predominated. The claim is made that socialism’s class universalism was as much a product of ethnic particularism as it was constituted by it.	
10.1086/323574	10.1086/323574	Regulating American Industries: Markets, Politics, and the Institutional Determinants of Fire Insurance Regulation	Marc Schneiberg, Tim Bartley	American Journal of Sociology	107	1	2001-07-01T00:00:00Z	pp. 101-146	The University of Chicago Press	fla		This article assesses three approaches to state regulation: capture theory, interest group analyses, and neoinstitutional research. State‐level event history analyses of fire insurance rate regulation from 1906 to 1930 are used. Contrary to capture theory, regulation was not driven simply by firms’ interests in market control. Instead, consistent with interest group analyses, regulation was more likely when anticompany forces—farmers and small businesses—could challenge big business politically. Further, as neoinstitutional research suggests, regulation was more likely when industry governance evoked legitimacy crises, when courts and professions endorsed regulation and its underlying models, and when states developed system‐wide administrative capacities. Institutional conditions also mediated the effects of markets and politics on regulation. Using these findings, we develop a theory of how political and institutional conditions shape industries’ governance options.	
10.1086/597391	10.1086/597391	Contributors		American Journal of Sociology	114	3	2008-11-01T00:00:00Z	pp. i-ii	The University of Chicago Press	fla			
10.1086/386270	10.1086/386270	Are Parents Investing Less in Children? Trends in Mothers’ and Fathers’ Time with Children	Liana C. Sayer, Suzanne M. Bianchi, John P. Robinson	American Journal of Sociology	110	1	2004-07-01T00:00:00Z	pp. 1-43	The University of Chicago Press	fla		In this study, time diary data are used to assess trends in mothers’ and fathers’ child care time from the mid‐1960s to the late 1990s. Contrary to conventional wisdom, the results indicate that both mothers and fathers report spending greater amounts of time in child care activities in the late 1990s than in the “family‐oriented” 1960s. For mothers, there was a 1965–75 decline in routine child care time and then a 1975–98 rebound along with a steady increase in time doing more developmental activities. For 1998 fathers report increased participation in routine child care as well as in more “fun” activities. The ratio of married mothers’ to married fathers’ time in child care declined in all primary child care activities. These results suggest that parents have undergone a behavioral change that has more than countered family change that might otherwise have reduced time with children.	
10.1086/588738	10.1086/588738	Gender, Race, and Meritocracy in Organizational Careers	Emilio J. Castilla	American Journal of Sociology	113	6	2008-05-01T00:00:00Z	pp. 1479-1526	The University of Chicago Press	fla		This study helps to fill a significant gap in the literature on organizations and inequality by investigating the central role of merit‐based reward systems in shaping gender and racial disparities in wages and promotions. The author develops and tests a set of propositions isolating processes of performance‐reward bias, whereby women and minorities receive less compensation than white men with equal scores on performance evaluations. Using personnel data from a large service organization, the author empirically establishes the existence of this bias and shows that gender, race, and nationality differences continue to affect salary growth after performance ratings are taken into account, ceteris paribus. This finding demonstrates a critical challenge faced by the many contemporary employers who adopt merit‐based practices and policies. Although these policies are often adopted in the hope of motivating employees and ensuring meritocracy, policies with limited transparency and accountability can actually increase ascriptive bias and reduce equity in the workplace.	
10.1086/210357	10.1086/210357	Challenging the Liberal Nation‐State? Postnationalism, Multiculturalism, and the Collective Claims Making of Migrants and Ethnic Minorities in Britain and Germany	Ruud Koopmans, Paul Statham	American Journal of Sociology	105	3	1999-11-01T00:00:00Z	pp. 652-696	The University of Chicago Press	fla		As important aspects of purported tendencies toward globalization and pluralization, recent immigration waves and the resulting presence of culturally different ethnic minorities are often seen as fundamentally challenging liberal nation‐states and traditional models of citizenship. According to this perspective, migrants and ethnic minorities contribute through their claims making both to the external erosion of sovereignty (the postnational challenge), and to the internal cultural differentiation of liberal nation‐states (the multicultural challenge). In contrast, alternative theoretical approaches have emphasized the continuing relevance of the nation‐state in the processes of inclusion and exclusion of minorities. From these three perspectives on citizenship (postnational, multicultural, and national) a set of hypotheses is derived and tested with data on the collective claims making of migrants and ethnic minorities in two European countries, Britain and Germany, for the period 1990–95. The data show very little support for the postnational approach, mixed results regarding the multicultural model, and strong support for the continuing relevance of national models of citizenship. Counter to claims that national modes of migrant incorporation have become insignificant, the evidence shows that migrant claims making is still forged in the image of a particular nation‐state.	
10.1086/210180	10.1086/210180	Family Integration and Children's Self‐Esteem	Scott T. Yabiku, William G. Axinn, Arland Thornton	American Journal of Sociology	104	5	1999-03-01T00:00:00Z	pp. 1494-1524	The University of Chicago Press	fla		In this article, we introduce the concept of family integration to describe the                     way in which family social organization affects individuals. We hypothesize that                     when parents are integrated into the family, it benefits their children's                     development of self. Using panel data, we test three mechanisms of parental                     family integration‐‐activities within the home, family                     social networks, and family support networks. The results show that parental                     family integration early in a child's life has positive effects on the child's                     self‐esteem in early adulthood, 23 years later. These findings                     provide important new insights into both the social processes affecting                     self‐esteem and the long‐term consequences of various                     dimensions of family integration.	
10.1086/522167	10.1086/522167	Contributors		American Journal of Sociology	113	2	2007-09-01T00:00:00Z	pp. i-ii	The University of Chicago Press	fla			
10.1086/231141	10.1086/231141	<i>Max Weber and Democratic Politics</i> by Peter Breiner	Robert J. Antonio	American Journal of Sociology	102	6	1997-05-01T00:00:00Z	pp. 1741-1743	The University of Chicago Press	fla			
10.1086/428931	10.1086/428931	Destination‐Language Proficiency in Cross‐National Perspective: A Study of Immigrant Groups in Nine Western Countries	Frank van Tubergen, Matthijs Kalmijn	American Journal of Sociology	110	5	2005-03-01T00:00:00Z	pp. 1412-1457	The University of Chicago Press	fla		Immigrants’ destination‐language proficiency has been typically studied from a microperspective in a single country. In this article, the authors examine the role of macrofactors in a cross‐national perspective. They argue that three groups of macrolevel factors are important: the country immigrants settle in (“destination” effect), the sending nation (“origin” effect), and the combination between origin and destination (“setting” or “community” effect). The authors propose a design that simultaneously observes multiple origin groups in multiple destinations. They present substantive hypotheses about language proficiency and use them to develop a series of macrolevel indicators. The authors collected and standardized 19 existing immigrant surveys for nine Western countries. Using multilevel techniques, their analyses show that origins, destinations, and settings play a significant role in immigrants’ language proficiency.	
10.1086/421509	10.1086/421509	Dynamic Network Visualization	James Moody, Daniel McFarland, Skye Bender‐deMoll	American Journal of Sociology	110	4	2005-01-01T00:00:00Z	pp. 1206-1241	The University of Chicago Press	fla		Increased interest in longitudinal social networks and the recognition that visualization fosters theoretical insight create a need for dynamic network visualizations, or network “movies.” This article confronts theoretical questions surrounding the temporal representations of social networks and technical questions about how best to link network change to changes in the graphical representation. The authors divide network movies into (1) static flip books, where node position remains constant but edges cumulate over time, and (2) dynamic movies, where nodes move as a function of changes in relations. Flip books are particularly useful in contexts where relations are sparse. For more connected networks, movies are often more appropriate. Three empirical examples demonstrate the advantages of different movie styles. A new software program for creating network movies is discussed in the appendix.	
10.1086/659639	10.1086/659639	The Credit Crisis as a Problem in the Sociology of Knowledge	Donald MacKenzie	American Journal of Sociology	116	6	2011-05-01T00:00:00Z	pp. 1778-1841	The University of Chicago Press	fla		This article analyzes the role in the credit crisis of the processes by which market participants produce knowledge about financial instruments. Employing documentary sources and 87 predominantly oral history interviews, the article presents a historical sociology of the clusters of evaluation practices surrounding ABSs (asset-backed securities, most importantly mortgage-backed securities) and CDOs (collateralized debt obligations). Despite the close structural similarity between ABSs and CDOs, these practices came to differ substantially and became the province (e.g., in the rating agencies) of organizationally separate groups. In consequence, when ABS CDOs (CDOs in which the underlying assets are ABSs) emerged, they were evaluated in two separate stages. This created a fatally attractive arbitrage opportunity, large-scale exploitation of which sidelined previously important gatekeepers (risk-sensitive investors in the lower tranches of mortgage-backed securities) and eventually magnified and concentrated the banking system’s calamitous mortgage-related losses.	
10.1086/381902	10.1086/381902	Welfare States and the Scar Effects of Unemployment: A Comparative Analysis of the United States and West Germany	Markus Gangl	American Journal of Sociology	109	6	2004-05-01T00:00:00Z	pp. 1319-1364	The University of Chicago Press	fla		The article examines whether, through supporting workers’ search for adequate reemployment, the decommodification achieved by welfare state transfers reduces the longer‐run scar effects of unemployment. Drawing on employment history data from the Survey of Income and Program Participation and the German Socio‐Economic Panel, the analysis establishes positive effects of unemployment benefits on workers’ post‐unemployment jobs: workers’ risks of incurring severe earnings losses, of experiencing occupational mobility, and of entering unstable job arrangements are considerably reduced in both the United States and West Germany. As workers face constrained choices in labor markets, however, this institutional protection of workers’ economic status comes at the economic cost of prolonged unemployment. Simulation analyses suggest that higher benefit coverage alone might account for up to 20% of the smaller cumulative disadvantages associated with unemployment for German workers.	
10.1086/231323	10.1086/231323	Fanon's Dialectic of Experience by Ato Sekyi‐Otu	David Scott	American Journal of Sociology	103	4	1998-01-01T00:00:00Z	pp. 1110-1113	The University of Chicago Press	fla			
10.1086/316964	10.1086/316964	Political Processes and Local Newspaper Coverage of Protest Events: From Selection Bias to Triadic Interactions	Pamela E. Oliver, Gregory M. Maney	American Journal of Sociology	106	2	2000-09-01T00:00:00Z	pp. 463-505	The University of Chicago Press	fla		Political processes affect both protest and news coverage of protest, but past research has failed to examine these interactions. Data from one city reveal the interaction of political process, news value, and news routine factors in news coverage of protest versus other message events. Protests about legislative issues received the most coverage. Controlling for issue type, protest forms were covered less when the legislature was in session, while other forms (largely ceremonies and speeches) were covered more. Yearly variations in coverage rates of nonlegislative protests distorted the apparent shape of the protest cycle. Other predictive factors include size, police involvement, conflict, counterdemonstrators, amplified sound, Monday event, religious sponsorship (negative), and annual or holiday event.	
10.1086/231316	10.1086/231316	Crisis and Transformation: The Kibbutz at Century's End by Eliezer Ben‐Rafael	Benjamin D. Zablocki	American Journal of Sociology	103	4	1998-01-01T00:00:00Z	pp. 1098-1099	The University of Chicago Press	fla			
10.1086/670240	10.1086/670240	Making the Connection: Social Bonding in Courtship Situations	Daniel A. McFarland, Dan Jurafsky, Craig Rawlings	American Journal of Sociology	118	6	2013-05-01T00:00:00Z	pp. 1596-1649	The University of Chicago Press	fla		Sociologists have long argued that the force of a social bond resides in a sense of interpersonal connection. This is especially true for initial courtship encounters when pairs report a sense of interpersonal chemistry. The authors explore the process of romantic bonding by applying interaction ritual theory, extended and integrated with methods from computational linguistics, to the study of courtship encounters and, specifically, heterosexual speed dating. The authors find that the assortment of interpersonal moves associated with a sense of connection characterizes a conventionalized form of initial courtship activity. The game is successfully played when females are the point of focus and engaged in the conversation and males demonstrate alignment with and understanding of the female. In short, initial heterosexual courtship encounters are associated with a sense of bonding when they reflect a reciprocal asymmetrical performance in which differentiated roles are mutually coordinated.	
10.1086/659653	10.1086/659653	How Network Externalities Can Exacerbate Intergroup Inequality	Paul DiMaggio, Filiz Garip	American Journal of Sociology	116	6	2011-05-01T00:00:00Z	pp. 1887-1933	The University of Chicago Press	fla		The authors describe a common but largely unrecognized mechanism that produces and exacerbates intergroup inequality: the diffusion of valuable practices with positive network externalities through social networks whose members differentially possess characteristics associated with adoption. The authors examine two cases: the first, to explore the mechanism's implications and, the second, to demonstrate its utility in analyzing empirical data. In the first, the diffusion of Internet use, network effects increase adoption's benefits to associates of prior adopters. An agent-based model demonstrates positive, monotonic relationships, given externalities, between homophily bias and intergroup inequality in equilibrium adoption rates. In the second, rural-urban migration in Thailand, network effects reduce risk to persons whose networks include prior migrants. Analysis of longitudinal individual-level migration data indicates that network homophily interacts with network externalities to induce divergence of migration rates among otherwise similar villages.	
10.1086/210042	10.1086/210042	Defended Neighborhoods, Integration, and Racially Motivated Crime	Donald P. Green, Dara Z. Strolovitch, Janelle S. Wong	American Journal of Sociology	104	2	1998-09-01T00:00:00Z	pp. 372-403	The University of Chicago Press	fla		This article investigates demographic and macroeconomic correlates of racially motivated antiminority crime in New York City (1987‐95). Event count models indicate that crimes directed against Asians, Latinos, and blacks are most frequent in predominantly white areas, particularly those that had experienced an in‐migration of minori‐ties. No relationship is found between rates of racially motivated crime and macroeconomic conditions, such as the rate of unemploy‐ment among non‐Hispanic whites; nor does there appear to be an interaction between economic conditions and in‐migration of minor‐ities. These findings seem to parallel ethnographic accounts of "de‐fended" white urban neighborhoods. The article concludes by dis‐cussing the empirical implications of this theoretical perspective as applied to prejudice‐based crime in other contexts.	
10.1086/210179	10.1086/210179	Where Do Interorganizational Networks Come From?	Ranjay Gulati, Martin Gargiulo	American Journal of Sociology	104	5	1999-03-01T00:00:00Z	pp. 1439-1493	The University of Chicago Press	fla		Organizations enter alliances with each other to access critical                     re‐sources, but they rely on information from the network of prior                     alli‐ances to determine with whom to cooperate. These new alliances                     modify the existing network, prompting an endogenous dynamic be‐tween                     organizational action and network structure that drives the emergence of                     interorganizational networks. Testing these ideas on alliances formed in three                     industries over nine years, this research shows that the probability of a new                     alliance between specific organi‐zations increases with their                     interdependence and also with their prior mutual alliances, common third                     parties, and joint centrality in the alliance network. The differentiation of                     the emerging network structure, however, mitigates the effect of interdependence                     and en‐hances the effect of joint centrality on new alliance                     formation.	
10.1086/231093	10.1086/231093	<i>Constitutive Criminology: Beyond Postmodernism</i> by Stuart Henry and Dragan Milovanovic	Mark Colvin	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1448-1450	The University of Chicago Press	fla			
10.1086/231089	10.1086/231089	Of Facts and Fables: Reply to Denzin	Joan Huber, John Mirowsky	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1423-1429	The University of Chicago Press	fla			
10.1086/210298	10.1086/210298	<i>Russia's Economy of Favours:</i> Blat, <i>Networking and Informal Exchange</i> by Alena V. Ledeneva	Federico Varese	American Journal of Sociology	105	1	1999-07-01T00:00:00Z	pp. 288-290	The University of Chicago Press	fla			
10.1086/231103	10.1086/231103	<i>The Heartland Chronicles</i> by Douglas E. Foley	Sylvia Rodríguez	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1469-1470	The University of Chicago Press	fla			
10.1086/231083	10.1086/231083	Social Science and the Quest for a Just Society	Immanuel Wallerstein	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1241-1257	The University of Chicago Press	fla		Behind the current passionate debates about structure versus agency lies the ancient debate of determinism versus free will. The article reviews the debate and its dilemmas in theology, philosophy, revolutionary theorizing, and social science. The epistemological issues have been reopened and redefined by complexity studies in the natural sciences and cultural studies in the humanities, both of which involve a turn toward some central premises of social science. It is argued that social science will be epistemologically central to all knowledge and that utopistics will be a central responsibility of social scientists. It is also argued that science is at its very beginnings, and that the future will be built on going beyond the antinomy determinism/free will.	
10.1086/667960	10.1086/667960	Masthead		American Journal of Sociology	118	1	2012-07-01T00:00:00Z		The University of Chicago Press	fla			
10.1086/231342	10.1086/231342	The Self in the Family: A Classification of Personality, Criminality, and Psychopathology by Luciano L'Abate, with Margaret S. Baggett	Kenneth C. Land	American Journal of Sociology	103	4	1998-01-01T00:00:00Z	pp. 1147-1149	The University of Chicago Press	fla			
10.1086/231250	10.1086/231250	Celebration and Supression: The Strategic Uses of Identity by the Lesbian and Gay Movement	Mary Bernstein	American Journal of Sociology	103	3	1997-11-01T00:00:00Z	pp. 531-565	The University of Chicago Press	fla		Critics of identity politics decry the celebration of difference within identity movements, yet many activists underscore their similarities to, rather than differences from, the majority. This article develops the idea of "identity deployment" as a form of strategic collective action. Thus one can ask under what political conditions are identities that celebrate or suppress differences deployed strategically. A comparison of strategies used in four lesbian and gay rights campaigns shows that interactions between social movement organizations, state actors, and the opposition determine the types of identities deployed. The author suggests the model's application to the Civil Rights and feminist movements.   [The organizers of the 1993 lesbian and gay march on Washington] face a dilemma: how to put forward a set of unsettling demands for unconventional people in ways that will not make enemies of potential allies. They do so by playing down their differences before the media and the country while celebrating it in private. (Tarrow 1994, p. 10)	
10.1086/231084	10.1086/231084	Between Markets and Politics: Organizational Responses to Reform in China	Douglas Guthrie	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1258-1304	The University of Chicago Press	fla		In China's economic transition, firms diversify assets through investments in the rapidly expanding service sector in response to organizational uncertainty. Using data from a random sample of firms in Shanghai, the author shows that there are two situations that cause this uncertainty: economic instability, where weak firms struggle to survive in the rapidly changing market system, and administrative instability, where large firms that were the most protected are now being forced to handle the responsibilities that were previously handled by the state. The result is that both types of firm seek stability by spreading out risk through investment in low‐risk, fast‐return markets, revealing much about the economic reforms.   The overall strategy of a firm reflects, at any given point in time, important organizational facts…. Any decision to fundamentally alter the deployment of internal resources represents a major structural change. These kinds of changes do not occur often; when they do, they provide us with an opportunity to examine the conditions under which actors can alter their social structures. (Neil Fligstein)	
10.1086/324071	10.1086/324071	An Affect Theory of Social Exchange	Edward J. Lawler	American Journal of Sociology	107	2	2001-09-01T00:00:00Z	pp. 321-352	The University of Chicago Press	fla		This article develops a theory that explains how and when emotions, produced by social exchange, generate stronger or weaker ties to relations, groups, or networks. It is argued that social exchange produces positive or negative global feelings, which are internally rewarding or punishing. The theory indicates that social units (relations, groups, networks) are perceived as a source of these feelings, contingent on the degree of jointness in the exchange task. The jointness of the task is greatest if (1) actors find it difficult to distinguish their individual effects on or contributions to solving the exchange task (nonseparability) and (2) actors perceive a shared responsibility for success or failure at the exchange task. The theory explicates the effects of different exchange structures on these conditions and, in turn, on cohesion and solidarity. Implications are developed for network‐to‐group transformations.	
10.1086/427321	10.1086/427321	The Emperor’s Dilemma: A Computational Model of Self‐Enforcing Norms	Damon Centola, Robb Willer, Michael Macy	American Journal of Sociology	110	4	2005-01-01T00:00:00Z	pp. 1009-1040	The University of Chicago Press	fla		The authors demonstrate the uses of agent‐based computational models in an application to a social enigma they call the “emperor’s dilemma,” based on the Hans Christian Andersen fable. In this model, agents must decide whether to comply with and enforce a norm that is supported by a few fanatics and opposed by the vast majority. They find that cascades of self‐reinforcing support for a highly unpopular norm cannot occur in a fully connected social network. However, if agents’ horizons are limited to immediate neighbors, highly unpopular norms can emerge locally and then spread. One might expect these cascades to be more likely as the number of “true believers” increases, and bridge ties are created between otherwise distant actors. Surprisingly, the authors observed quite the opposite effects.	
10.1086/506416	10.1086/506416	Why No Trade‐off between “Guns and Butter”? Armed Forces and Social Spending in the Advanced Industrial Democracies, 1960–1993	Brian Gifford	American Journal of Sociology	112	2	2006-09-01T00:00:00Z	pp. 473-509	The University of Chicago Press	fla		Studies of nations' military efforts and social well‐being are a staple of sociology, economics, and political science, but have produced ambiguous results. This article argues that the standard measure of military efforts—defense spending—inadequately captures the social and political impact of military preparedness. It instead suggests that military personnel policies impact social welfare efforts to the degree that they alter citizens' relationships to labor markets, directly provide social welfare benefits to military personnel, or create discursive obstacles to other groups seeking benefits. The results indicate that net of military spending, nations with relatively large armed forces make smaller social welfare efforts, while nations with conscription tend to spend more generously.	
