id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2095483	10.2307/2095483	Choosing Models for Cross-Classifications	Adrian E. Raftery	American Sociological Review	51	1	1986-02-01T00:00:00Z	pp. 145-146	American Sociological Association	fla			
10.2307/2096243	10.2307/2096243	Vertical and Nonvertical Effects in Class Mobility: Cross-National Variations	Raymond Sin-Kwok Wong	American Sociological Review	57	3	1992-06-01T00:00:00Z	pp. 396-410	American Sociological Association	fla		Class theorists often argue against the use of unidimensional or hierarchical analyses in class mobility research. They assert that nonvertical effects are of paramount importance in understanding the structure and process of stratification. By explicitly incorporating both vertical and nonvertical effects into the structural model of class mobility, I demonstrate the importance of both effects for understanding the structure of mobility chances within and between countries. Although vertical and nonvertical effects are equally important in explaining association patterns in individual countries, nonvertical effects are the major source of cross-national variation. Two nonvertical effects are particularly important: economic sector of employment--whether nonmanual, manual, or farm; and employment status--whether self-employed or not.	
10.2307/2095917	10.2307/2095917	Schooling for Some: Child Labor and School Enrollment of Black and White Children in the Early Twentieth-Century South	Pamela Barnhouse Walters, David R. James	American Sociological Review	57	5	1992-10-01T00:00:00Z	pp. 635-650	American Sociological Association	fla		Data from North Carolina and South Carolina in 1910 indicate that racially segregated labor markets and racially unequal school systems affected school enrollment of black children and white children. The textile industry relied heavily on employment of white children, whereas the wood industry relied heavily on black adults, but employed few children of either race. Local governments provided inferior schooling opportunities for blacks. Results indicate that (1) school enrollment of white children was depressed by employment in the textile industry; (2) school enrollment rates for both races were unaffected by employment in the wood industry, probably because of the industry's low reliance on child labor; and (3) school enrollment rates for black children were depressed by inadequate educational opportunities. Findings suggest that industrial employment depressed school enrollment among those children who were potential industrial laborers. We question the assumption that school enrollment expansion in the United States was never constrained by a limited availability of educational opportunities.	
10.2307/2095776	10.2307/2095776	One Justified Criticism Plus Three Flawed Analyses Equals Two Unwarranted Conclusions: A Reply to Retherford and Sewell	R. B. Zajonc, Gregory B. Markus, Michael L. Berbaum, John A. Bargh, Richard L. Moreland	American Sociological Review	56	2	1991-04-01T00:00:00Z	pp. 159-165	American Sociological Association	fla		Retherford and Sewell claim that the confluence model of intellectual development is fatally flawed because: (1) mathematical simulations of that model generate numerical values that do not coincide with data they were claimed to fit, once those data are converted to mental age values; (2) the simulations of the confluence model also fail to fit aggregate patterns in the Wisconsin Longitudinal Study; and (3) individual-level analyses of the Wisconsin data contradict predictions of the confluence model. These criticisms are shown to be either irrelevant, erroneous, or both. Retherford and Sewell further conclude that birth-order effects may be  a social phenomenon that does not exist.  We disagree. Far from contradicting the confluence model, the Wisconsin data lend further support to it.	
10.2307/2096213	10.2307/2096213	The Rational Reconstruction of Society: 1992 Presidential Address	James S. Coleman	American Sociological Review	58	1	1993-02-01T00:00:00Z	pp. 1-15	American Sociological Association	fla		In the eighteenth century a Great Transformation began--a transformation rooted in even earlier times and still in progress today. This transformation is characterized by the decline of primordial institutions based on the family as the central element of social organization and the replacement of these institutions by purposively constructed organization. Sociology is itself a product of this transformation, and the stages in the Great Transformation are mirrored by changes in the central foci of sociological theory and research. The decline of primordial social organization has been accompanied by a loss of informal social capital on which social control depended before the transformation. The design of purposive organization is necessary to compensate for this loss; this design is an emerging central focus for sociology. I introduce an example,  bounties on children,  to illustrate this point.	
10.2307/2095412	10.2307/2095412	How Work Roles Influence Perception: Structural-Cognitive Processes and Organizational Behavior	Ronald Humphrey	American Sociological Review	50	2	1985-04-01T00:00:00Z	pp. 242-252	American Sociological Association	fla		This article develops a model of how workers perceive each other at work, and shows why subordinate workers underevaluate their fellow subordinates and overevaluate their managers. The guiding thesis is that (1) organizational factors systematically bias the information that actors have about each other, and (2) cognitive and motivational limits on the ability to process information do not allow actors to correct for the biased source of their information. The main hypothesis tested is that those who are high in an organizational hierarchy and who do high-skill-level tasks are perceived more favorably on selected role-related traits than are others of equal ability in the organization. The hypothesis is tested by creating an experimental corporate office. As predicted, clerks rate managers more favorably on selected traits than they rate fellow clerks, even though subjects were assigned to the two roles on a random basis. A structural-cognitive model best accounts for the results.	
10.2307/2095762	10.2307/2095762	Collective Sanctions and Compliance Norms: A Formal Theory of Group-Mediated Social Control	Douglas D. Heckathorn	American Sociological Review	55	3	1990-06-01T00:00:00Z	pp. 366-384	American Sociological Association	fla		The link between external sanctions and intragroup normative control is examined to distinguish the conditions under which the two control systems augment or weaken one another. I construct a dynamic rational choice model that incorporates essential features of the sanction/norm link. The analysis suggests that much social control that appears to result from the sanctions of individuals derives instead from a form of group-mediated control termed compliance norms. In other contexts, intragroup control acts in opposition to external sanctions, resulting in a form of control termed opposition norms. According to the formal analysis, group responses to sanctions depend on the strength of sanctions, monitoring capacities, and the efficacy and cost of intragroup control.	
10.2307/2095854	10.2307/2095854	Islamic and Western Educational Accommodation in a West African Society: A Cohort-Comparison Analysis	William R. Morgan, J. Michael Armer	American Sociological Review	53	4	1988-08-01T00:00:00Z	pp. 634-639	American Sociological Association	fla		Theories of the global expansion of Western mass education tend to assume the replacement of indigenous educational systems. Data from two surveys of youth in an Islamic, West African city, conducted five and nineteen years after national independence, indicate a convergence in the social forces that predispose attendance in the new and old systems. Using a standard nine-variable model of educational attainment, of five variables that had significant but opposite effects on Islamic and Western schooling attendance in the first cohort, only one significant opposing effect still operated in the second. Average years of attendance increased for both Western and Islamic schooling. Hypotheses are offered to explain the apparent structural accommodation of the two systems.	
10.2307/2095904	10.2307/2095904	Collective Action and Group Heterogeneity: Voluntary Provision Versus Selective Incentives	Douglas D. Heckathorn	American Sociological Review	58	3	1993-06-01T00:00:00Z	pp. 329-350	American Sociological Association	fla		Several studies have concluded that heterogeneity within a group facilitates the initiation of collective action. However, a recent analysis found that heterogeneity can either facilitate or impede collective action, depending on factors like the strength of the temptation to free-ride. Reconciling these conclusions is difficult because the earlier studies assumed that public goods are provided voluntarily, whereas the later analysis assumed that selective incentives like norms or laws can mandate cooperation. I examine the link between group heterogeneity and collective action in three regimes:  voluntary  systems, in which actors make unrestricted decisions to participate in collective action;  compliance  systems, in which actors create and enforce norms that compel others to participate in public goods production; and  balanced  systems, in which actors can create and enforce compliance norms or oppose such norms. The analysis reveals a complex link among group heterogeneity, collective action, and the type of regime. By fostering the organization of previously atomized groups and weakening the cohesion of high-solidarity groups, heterogeneity in contribution costs and valuation of the public good can reduce social power differentials.	
10.2307/2095357	10.2307/2095357	Estimation with Cross-National Data: Robust and Nonparametric Methods	Thomas Dietz, R. Scott Frey, Linda Kalof	American Sociological Review	52	3	1987-06-01T00:00:00Z	pp. 380-390	American Sociological Association	fla		Researchers often use ordinary least squares regression (OLS) to analyze cross-national and other macrosocial indicator data. Although OLS is a flexible tool, its value depends on a number of assumptions that may be violated when applied to such data. One of the assumptions, the normality of the distribution of population residuals, is essential to efficient and unbiased estimation of regression coefficients and associated standard errors. Robust and bootstrapped regression estimation methods are not sensitive to the normality assumption. Use of these methods in a reestimation of three models from the cross-national literature indicates that OLS may perform poorly when used with cross-national data, and suggests that researchers should be cautious in their use of OLS with such data.	
10.2307/2096453	10.2307/2096453	Using Racial and Ethnic Concepts: The Critical Case of Very Young Children	Debra Van Ausdale, Joe R. Feagin	American Sociological Review	61	5	1996-10-01T00:00:00Z	pp. 779-793	American Sociological Association	fla		We examine the racial and ethnic concepts and related actions of very young children in a preschool setting. Breaking with much of the conventional literature on the cognitive development of preschool children, we argue that young children engage in interaction involving clear and often sophisticated understandings of racial and ethnic concepts and meanings. We discuss: (1) how racial and ethnic concepts are used to exclude or include others; (2) how racial or ethnic concepts are used to define oneself and others; (3) how power and control link to racial and ethnic understandings; and (4) how adults misperceive the racial and ethnic language and activities of children.	
10.2307/2117759	10.2307/2117759	Overeducation and Earnings: A Structural Approach to Differential Attainment in the U. S. Labor Force (1970-1982)	James W. Shockey	American Sociological Review	54	5	1989-10-01T00:00:00Z	pp. 856-864	American Sociological Association	fla		This paper examines the hypothesis that  overeducated  workers receive lower earnings returns to a year of educational attainment than those who are not mismatched. Data from the Current Population Survey reveal that those who are mismatched actually receive higher overall earnings as well as higher absolute returns to a year of college. A structural model of earnings determination shows that the primary impact of advanced education among occupationally mismatched workers is through the attainment of jobs which offer higher pay. Among workers not mismatched, the main influence of schooling is direct rather than through job characteristics. However, the analysis also suggests the difference between mismatched and non-mismatched workers narrowed between 1972 and 1982.	
10.2307/2095719	10.2307/2095719	City Size, Economic Development, and Quality of Life in China: New Empirical Evidence	York W. Bradshaw, Elvis Fraser	American Sociological Review	54	6	1989-12-01T00:00:00Z	pp. 986-1003	American Sociological Association	fla		The dearth of case studies on Third World urbanization and city size is unfortunate because, in contrast to cross-national research, these studies can explain special patterns of development. This study utilizes the recently published Population Atlas of China to analyze the relationship among city size, economic development, and physical quality of life. These data are unusually complete, covering most of China's counties, districts, cities, and other administrative units (N = 2,306). The data analysis produces three major results. First, all-sized cities enjoy higher levels of economic development and physical quality of life relative to nonurban areas. Second, externally oriented coastal cities possess higher levels of economic development but not a better quality of life. Third, education and industrial employment contribute to both economic development and physical quality of life. Overall, these findings support modernization theories and some aspects of the dependency/world-systems perspective.	
10.2307/2095686	10.2307/2095686	Corporate Political Groupings: Does Ideology Unify Business Political Behavior?	Alan Neustadtl, Dan Clawson	American Sociological Review	53	2	1988-04-01T00:00:00Z	pp. 172-190	American Sociological Association	fla		Pluralists argue that corporations with different economic interests and market orientations are incapable of collective political strategy and actions, while class theorists argue that corporations have sufficient class interests to evolve a collective political class strategy. We examined this controversy using a variant of clique detection methods for business Political Action Committee (PAC) contributions to Congressional candidates in the 1980 election. One large group of corporations emerged based on shared conservative beliefs. No other groups nearly as large were detected. The findings were strong and robust for different levels of political similarity. The identified groups differed from each other economically in various ways, but these differences were not nearly as marked as the political differences. Overall, the evidence lends stronger support to the class rather than the pluralist perspective.	
10.2307/2096124	10.2307/2096124	The Effects of Attitudes on Teenage Premarital Pregnancy and its Resolution	Robert D. Plotnick	American Sociological Review	57	6	1992-12-01T00:00:00Z	pp. 800-811	American Sociological Association	fla		Drawing on problem behavior theory and complementary models of behavior, I examine the influence of attitudes and related personality variables on the probability of teenage premarital pregnancy and, when a pregnancy occurs, whether it is resolved by abortion, having an out-of-wedlock birth, or marrying before the birth. A sample of non-Hispanic white adolescents is drawn from the National Longitudinal Survey of Youth and analyzed using the nested logit method. The estimates show that self-esteem, locus of control, attitudes toward women's family roles, attitudes toward school, educational aspirations, and religiosity are associated with premarital pregnancy and its resolution in directions predicted by theory. The effects of self-esteem, attitudes toward school, attitudes toward women's family roles, and educational expectations are substantively important. Attitudes and related personality variables are important paths through which family background characteristics influence adolescent sexual and marriage behavior.	
10.2307/2095601	10.2307/2095601	The Stability of Students' Interracial Friendships	Maureen T. Hallinan, Richard A. Williams	American Sociological Review	52	5	1987-10-01T00:00:00Z	pp. 653-664	American Sociological Association	fla		In this paper we study the determinants of the stability of schoolchildren's interracial and same-race friendships. We argue that classroom organizational features and student characteristics affect the cohesiveness of social ties with consequences for friendship stability. The hypotheses are tested on longitudinal data from 375 fourth-through seventh-grade students in 16 desegregated classrooms. Descriptive and inferential analyses show that interracial friendships are almost as stable as same-race ones. Further, while the stability of interracial and same-race friendships is influenced by classroom characteristics, it is more strongly influenced by ascribed and achieved characteristics of students. We conclude that while individual characteristics of students are the strongest determinants of interracial friendship stability, schools can adopt policies and practices that promote stable friendships between black and white students.	
10.2307/2096442	10.2307/2096442	Income Inequality and Industrial Development: Dualism Revisited	François Nielsen	American Sociological Review	59	5	1994-10-01T00:00:00Z	pp. 654-677	American Sociological Association	fla		I argue that the inverted-U shaped relationship between income inequality and development (Kuznets curve) is largely accounted for by transitional development processes related to the dualism (both economic and generalized) of traditional and modern sectors of developing societies. Whereas Kuznets identified the central role of sector dualism in the evolution of income inequality, I identify generalized sociocultural dualism as a second critical factor. Regression analyses based on 56 countries circa 1970 show that the curvilinearity of the inequality-development relationship is captured by a core model involving three processes: the spread of education, the demographic transition and generalized dualism, and labor force shifts and sector dualism. These three processes are represented in regression models by four variables that have significant effects on inequality in directions predicted by the core model: (1) secondary school enrollment (negative effect), (2) natural rate of population increase (positive effect), (3) sector dualism (positive effect), and (4) percent labor force in agriculture (negative effect). In general, the effects of variables that have been previously proposed as causes of income inequality vanish or are attenuated in the presence of this core model.	
10.2307/2095834	10.2307/2095834	The Formation of Justice Norms	John F. Stolte	American Sociological Review	52	6	1987-12-01T00:00:00Z	pp. 774-784	American Sociological Association	fla		Joining ideas from structural exchange theory and symbolic interaction theory, this paper addresses two questions: (a) How does a justice norm form? and (b) Why do variations among justice norms arise? Exchange theory clarifies the objective, structural, and largely  material  contexts in which justice norms originate. Symbolic interaction theory illuminates the subjective, intersubjective, and mainly  ideal  process through which justice norms emerge. Context variations in structural exchange (whether a setting entails distributive or productive exchange, equal or unequal power-dependence) help account for the formation of specific justice norms: equal opportunity, equality, status-rank inequality, need, and equity. We link our theoretical account to existing data and suggest experimental tests of its key implications.	
10.2307/2095627	10.2307/2095627	Life Transitions, Role Histories, and Mental Health	Blair Wheaton	American Sociological Review	55	2	1990-04-01T00:00:00Z	pp. 209-223	American Sociological Association	fla		Major life changes and role transitions are often treated as stressors that create a generalized demand for adjustment by the individual. Empirically, however, these transitions have been shown to produce a wide range of effects on mental health. Two kinds of models have been proposed to explain this variation: differential access to coping resources for dealing with stressful situations, and variation in the characteristics of transitions, such as their undesirability, foreseeability, etc. This paper emphasizes a logically prior issue: the role context within which the transition event occurs, specifically, the level of pre-existing chronic stress in the social role. The model tested envisions life transition events as nonproblematic, or even beneficial to mental health, when preceded by chronic role problems--a case where more  stress  is actually relief from existing stress. Nine transition events are studied: job loss, divorce, pre-marital break-up, retirement, widowhood, children moving out of the house, first marriage, job promotion, and having a child. Results support the hypothesis that prior role stress reduces the impact of life transition events on mental health for seven of nine events, with some differences in impact by gender. The findings provide a basic framework for interpreting the effects of varying types of life transitions, and argue against the presumption that life transitions are inherently stressful, suggesting instead a need to specify prior social circumstances that determine whether or not a transition is potentially stressful.	
10.2307/2096354	10.2307/2096354	New Kid in Town: Social Capital and the Life Course Effects of Family Migration on Children	John Hagan, Ross MacMillan, Blair Wheaton	American Sociological Review	61	3	1996-06-01T00:00:00Z	pp. 368-385	American Sociological Association	fla		In a national and international economy that requires fluid movement of both labor and capital, it is important to know that families and other helping institutions can mitigate the losses of social capital that may accompany family migration. Coleman's (1990) theory of social capital emphasizes the roles of mothers and fathers in enhancing the life prospects of their children. However, Coleman's (1988) analysis of family migration and high school completion found an anomalous null effect of parental support. Elder's (1994) life course perspective on  linked lives  suggests that parental involvement with their children can have interactive effects as well as main effects in mitigating losses of community social capital resulting from a family's moves. Following this lead and using more elaborate measures, we find that the negative effects of family migration are significantly more pronounced in families with uninvolved fathers and unsupportive mothers. In these families the diminished social capital provided by parents does not compensate for the community social capital lost as a result of a family's move.	
10.2307/2096255	10.2307/2096255	Organizational Evolution and the Social Ecology of Jobs	Anne S. Miner	American Sociological Review	56	6	1991-12-01T00:00:00Z	pp. 772-785	American Sociological Association	fla		The persistence of organizational routines is studied by examining the survival of formalized jobs. Basic models of evolutionary change predict that organizational context, job-founding processes, and whether a job is novel affect job survival. Negotiated order and social interaction theories predict, however, that the relationship of the jobholder to the organization and to the job duties should also affect the persistence of formalized jobs, e.g., the initial incumbent's familiarity to the hiring department and whether the job was tailored to a specific person. These predictions are analyzed using partial likelihood analysis of the hazard rate of  job death  among 347 formalized jobs in a large organization over roughly a six-year period. Results support most of the predictions. The findings suggest that organizational evolution should be examined through systematic study of organizational routines.	
10.2307/2095602	10.2307/2095602	School Performance, Status Relations, and the Structure of Sentiment: Bringing the Teacher Back In	Karl L. Alexander, Doris R. Entwisle, Maxine S. Thompson	American Sociological Review	52	5	1987-10-01T00:00:00Z	pp. 665-682	American Sociological Association	fla		Research has failed to support the assumption that the academic difficulties of many minority and low-SES youth are due to their  outsider  standing relative to the middle-class culture that dominates schools. This study suggests that this proposition exaggerates the cultural hegemony of educational operations. Data on children in the first grade of a large, socially heterogeneous urban public school system show that not all teachers are given to status-related biases. Rather, teachers' own social origins exercise a strong influence on how they react to the status attributes of their students. In particular, low-status and minority pupils experience their greatest difficulties in the classrooms of high-status teachers. They are evaluated by their teachers as less mature, their teachers hold lower performance expectations for them, and their teachers score exceptionally low on perceived-school-climate measures. Moreover, year-end marks and standardized-test scores of such pupils apparently are depressed by these indicators of pupil-teacher social distance and teacher disaffection. A model of pupil-teacher background congruence is proposed as an alternative to the cultural hegemony framework, and the implications of such fit for the interpersonal dynamics of the classroom are discussed.	
10.2307/2095850	10.2307/2095850	The Collective Behavior of Fads: The Characteristics, Effects, and Career of Streaking	B. E. Aguirre, E. L. Quarantelli, Jorge L. Mendoza	American Sociological Review	53	4	1988-08-01T00:00:00Z	pp. 569-584	American Sociological Association	fla		Nine themes on the effect of participation, identification, and career of fads, which appear in the collective behavior literature, are tested with data on 1,016 incidents of streaking at colleges and universities. Streaking diffused suddenly, gained quick acceptance, and was short-lived. Its diffusion corresponds to a positively skewed, rapidly accelerating slope, a brief and unstable asymptote, and a precipitous decline. The probability of streaking on college campuses increased with the institutional prestige of neighboring campuses that had experienced streaking, the number of sanctions they applied, the accuracy of the mass media coverage of previous streaking events, the level of complexity of previous streaking events, and the sociocultural heterogeneity of schools at risk of adoption. The research results support the predictions of the emergent-norm framework of collective behavior. Streaking incidents were heterogeneous suggesting that the oddness, impulsivity, inconsequentiality, novelty, and ahistoricity of fads have been exaggerated in the literature. Reformulations of the established conceptualization of fads are suggested.	
10.2307/2095775	10.2307/2095775	Birth Order and Intelligence: Further Tests of the Confluence Model	Robert D. Retherford, William H. Sewell	American Sociological Review	56	2	1991-04-01T00:00:00Z	pp. 141-158	American Sociological Association	fla		Confluence theory was originally developed to explain the negative effect of birth order on intelligence, as well as some peculiar effects of birth order on the intelligence of last-born children, in a large set of Dutch data. Subsequently the theory was elaborated to explain positive effects and nonlinear relationships between birth order and intelligence in other data sets. We test the mathematical form of the theory using aggregate data, between-family data, and within-family data from the Wisconsin Longitudinal Study and find no support for the theory. Fundamental flaws are identified in the statistical methods used to fit the model to the Dutch data. When the analysis is done correctly, the fit is very poor. An alternative analysis based on a within-family study design that uses sibling pairs indexed by birth order in the Wisconsin Longitudinal Study finds no evidence of birth order effects on intelligence.	
10.2307/2095873	10.2307/2095873	Protestant and Catholic: Is the Analogical Imagination Extinct?	Andrew Greeley	American Sociological Review	54	4	1989-08-01T00:00:00Z	pp. 485-502	American Sociological Association	fla		The notion of the  Protestant Ethic  is reconceptualized to reflect theoretical expectations about the difference between the  Dialectical Imagination  and the  Analogical Imagination.  Protestants are expected to be individualist because of an imagination of society as  sinful and God-forsaken.  Catholics are expected to be communitarian because of an imagination of society as sacramental, that is, revelatory of God. The research question is whether the analogical/communitarian imagination can persist in a world of industrialization, modernization, urbanization, and homogenization. The issue was tested against data from seven nations (36 variables) with the null hypothesis that denominational background does not predict value orientation. The null hypothesis was rejected. A replication was attempted with a different data set from seven nations (36 variables) and the null hypothesis was again rejected. Further testing with data and 13 hypotheses from only the United States tested the null hypothesis that differences in religious imagery could not account for some of the variance between Protestants and Catholics on value measures. This null hypothesis was also rejected.	
10.2307/2095839	10.2307/2095839	Is There An Association between Gender and Methods in Sociological Research?	Linda Grant, Kathryn B. Ward, Xue Lan Rong	American Sociological Review	52	6	1987-12-01T00:00:00Z	pp. 856-862	American Sociological Association	fla		Feminist scholars have proposed that two types of links exist between research methods and gender. Female scholars have been thought to be more likely than males to choose qualitative methods because such methods are compatible with relational and emotional skills stereotypically associated with women. Qualitative approaches also have been thought to be especially appropriate for study of gender issues and women's experiences and to be an effective strategy for correcting androcentric biases in construction of social theory. We examine articles in 10 sociology journals in 1974-83. Most articles have been quantitative, but female authors have used qualitative methods more often than males. Writing about gender increased rather than decreased the likelihood of having used quantitative methods for both women and men. We suggest that papers focusing on gender and also using qualitative methods represented double nonconformity and hence were unlikely candidates for publication in mainstream journals.	
10.2307/2095594	10.2307/2095594	Social Inequality and Party Membership: Patterns of Recruitment into the Hungarian Socialist Workers' Party	Szonja Szelényi	American Sociological Review	52	5	1987-10-01T00:00:00Z	pp. 559-573	American Sociological Association	fla		This paper presents a causal model of membership recruitment into the Hungarian Socialist Workers' Party, using unit record data from non-Party sources. The findings qualify both the official view and new class theory by showing two roads to Party membership. The first runs through the occupational structure, where workers, professionals, and technocrats are advantaged over individuals outside socialized production. The second runs through educational institutions, providing an educated few with extra opportunities to enter the Party. Results corroborate earlier conclusions that patriarchal allocation of political privileges continues in Hungary. Despite formal guarantees to the contrary, women are significantly underrepresented in the Party. Intercohort changes in membership recruitment show that older cohorts monopolize key Party positions, suggesting that a gerontocracy has emerged in Hungarian political life. Overall, results lend further evidence to the contention that some crystallization in inequalities has taken place in Hungary in the  second stage  of socialist development.	
10.2307/2096109	10.2307/2096109	From Expectations to Behavior: An Improved Postulate for Expectation States Theory	James W. Balkwell	American Sociological Review	56	3	1991-06-01T00:00:00Z	pp. 355-369	American Sociological Association	fla		For more than 30 years, expectation states theory (EST) has been one of the most continuously active research areas in sociological social psychology. EST proponents have seen great potential in the theory, not only for producing a cumulative body of useful knowledge, but also for yielding explanations of phenomena beyond its original concerns. However, today this potential remains more promise than reality. A principal stumbling block has been that the relationship between expectation states and behavior is poorly developed theoretically and inconsistently manifested in those applications of the theory presently found in the literature. This critical link must be addressed in any effort to extend or apply the theory. In this paper I propose a general translation function to link expectation states and behavior. The proposed function is evaluated by applying it to three very different phenomena: social influence in dyads, participation in homogeneous informal group discussions, and participation in mixed-gender groups. Not only does this new general translation function enhance the theoretical integration of EST applications, but it leads to models that appear to give good accounts of empirical data.	
10.2307/2095404	10.2307/2095404	Errata: Comparative Social Mobility Revisited: Models of Convergence and Divergence in 16 Countries		American Sociological Review	50	2	1985-04-01T00:00:00Z	p. iv	American Sociological Association	fla			
10.2307/2096279	10.2307/2096279	The Dynamics of Protest Waves: West Germany, 1965 to 1989	Ruud Koopmans	American Sociological Review	58	5	1993-10-01T00:00:00Z	pp. 637-658	American Sociological Association	fla		The dynamics of social movements after their initial emergence is still largely terra incognita. I develop a theory of the dynamics of protest waves by comparing data on protests in West Germany between 1965 and 1989 with similar data from the Netherlands, Italy, and the United States. Striking similarities are noted among these different protest waves in the development of action repertoires, levels of repression and facilitation, and the involvement of different types of organizations. An explanation for these dynamic patterns combines external and internal factors: The interplay between facilitation, repression, and the chance of success defines a set of external constraints that combine with activists' choices among three strategic options--innovation, increased participation, or increased militancy.	
10.2307/2095346	10.2307/2095346	Nineteenth-Century Cherokee History	Russell Thornton	American Sociological Review	50	1	1985-02-01T00:00:00Z	pp. 124-127	American Sociological Association	fla			
10.2307/2095948	10.2307/2095948	What the Polls Don't Show: A Closer Look at U.S. Church Attendance	C. Kirk Hadaway, Penny Long Marler, Mark Chaves	American Sociological Review	58	6	1993-12-01T00:00:00Z	pp. 741-752	American Sociological Association	fla		Characterizations of religious life in the United States typically reference poll data on church attendance. Consistently high levels of participation reported in these data suggest an exceptionally religious population, little affected by secularizing trends. This picture of vitality, however, contradicts other empirical evidence indicating declining strength among many religious institutions. Using a variety of data sources and data collection procedures, we estimate that church attendance rates for Protestants and Catholics are, in fact, approximately one-half the generally accepted levels.	
10.2307/2096095	10.2307/2096095	Images of Class: Public Perceptions in Hungary and Australia	M. D. R. Evans, Jonathan Kelley, Tamas Kolosi	American Sociological Review	57	4	1992-08-01T00:00:00Z	pp. 461-482	American Sociological Association	fla		Based on reference group and cognitive bias considerations, we advance a theory, explicated via a computer simulation, to explain (1) people's perceptions of how equalitarian the class system is, (2) where people place themselves in the class system, (3) where people place others' occupations, and (4) people's estimates of the pay of different occupations. Using a new set of diagrammatic and verbal questions on class, we test our hypotheses on large, representative national samples in Australia (N = 6,177) and Hungary (N = 2,606). A full-information maximum-likelihood analysis strongly supports the hypotheses.	
10.2307/2095740	10.2307/2095740	Do Journal Rejection Rates Index Consensus?	Stephen Cole, Gary Simon, Jonathan R. Cole	American Sociological Review	53	1	1988-02-01T00:00:00Z	pp. 152-156	American Sociological Association	fla			
10.2307/2096386	10.2307/2096386	An Extension of the Sørensen-Kalleberg Theory of the Labor Market Matching and Attainment Processes	Scott R. Eliason	American Sociological Review	60	2	1995-04-01T00:00:00Z	pp. 247-271	American Sociological Association	fla		In this article, I advance the theory of the labor market matching and attainment processes outlined in Sørensen and Kalleberg (1981) and provide an empirical test of the new specification. I extend the Sørensen-Kalleberg theory by elaborating (1) the role of the individual actions of employers and workers and (2) the relationship among resources held by employers and workers, resources desired by employers and workers, and the structure of control in the labor market. Consequences of these relations for reward attainment are discussed, and a model is derived for the matching and attainment processes. Data from the 1991 General Social Survey Work Organization Module are used to test these hypotheses. Consistent with the theory, the results show that in a closed system, the matching process accounts for over 50 percent of the variance in wage attainment for men and for women. Results also suggest that men benefit more than do women from closed systems originating solely from either job ladders or from skill. Closed systems originating from both job ladders and skill benefit men and women equally.	
10.2307/2095376	10.2307/2095376	Patterns of Career Mobility and Structural Positions in Advanced Capitalist Societies: A Comparison of Men in Austria, France, and the United States	Max Haller, Wolfgang König, Peter Krause, Karin Kurz	American Sociological Review	50	5	1985-10-01T00:00:00Z	pp. 579-603	American Sociological Association	fla		The relatively neglected process of career mobility offers a fruitful starting point for the comparative analysis of class and social structures of advanced capitalist societies. It is argued that the predominant forms of educational systems and forms of labor market segmentation in a society should have consequences for the structuring of career mobility. Empirical analysis is carried out in four steps for the three nations compared: Austria, France, and the United States. First, summary measures on total volume and direction of career mobility are presented; second, how structural positions (identified by use of a multidimensional classification) are connected to each other in terms of career mobility is explored; third, the main shifts in the distribution of men between entry to the labor force and time of inquiry are described; fourth, the flows of mobility between the several positions are analyzed in detail. Each of these types of analysis shows considerable differences among the three nations, differences that are related to the prevailing mechanisms of stratification and labor segmentation in each country.	
10.2307/2095312	10.2307/2095312	Sibship Size and Educational Stratification: Rejoinder to Blake	Robert D. Mare, Meichu D. Chen	American Sociological Review	51	3	1986-06-01T00:00:00Z	pp. 418-420	American Sociological Association	fla			
10.2307/2096089	10.2307/2096089	The Variable Autonomy of the State: A Comment on  Steel and the State 	Gregory Hooks	American Sociological Review	56	5	1991-10-01T00:00:00Z	pp. 690-693	American Sociological Association	fla			
10.2307/2095356	10.2307/2095356	Homophily in Voluntary Organizations: Status Distance and the Composition of Face-to-Face Groups	J. Miller McPherson, Lynn Smith-Lovin	American Sociological Review	52	3	1987-06-01T00:00:00Z	pp. 370-379	American Sociological Association	fla		Recent work on the organized sources of network ties and on the social structural determinants of association are synthesized to produce several hypotheses about homophily. These hypotheses are tested with data on 304 face-to-face groups from 10 communities. We find that friends are more similar on status dimensions than chance and that this homophily is produced both by the restricted opportunity structure offered by the group and by homophilous choices made within the group. Organizational heterogeneity leads to substantially greater dyadic status distance within the organization, while organization size consistently reduces dyadic status distance. At a given level of diversity, a larger group will permit more homophilous friendship pairing. However, correlated status dimensions create little reduction in dyadic social distance. In general, homogeneity within groups is the overwhelming determinant of homophily.	
10.2307/2095745	10.2307/2095745	Marxism as Science: Historical Challenges and Theoretical Growth	Michael Burawoy	American Sociological Review	55	6	1990-12-01T00:00:00Z	pp. 775-793	American Sociological Association	fla		This paper examines Marxism's claim to be a science. The first part considers possible models of science and argues that the most coherent is Imre Lakatos's methodology of scientific research programs. In his conception scientific knowledge grows on the basis of a hard core of postulates which are protected from refutation by the development of a series of auxiliary theories. Such a research program is progressive rather than degenerating if successive theories are consistent with the core, explain anomalies and make predictions, some of which are realized. In the second part I argue that with some qualifications the history of Marxism--from Marx and Engels, to German Marxism, to Russian Marxism, and finally to Western Marxism--conforms to the model of a progressive research program. In the third part I claim that deviations from the model, such as Soviet Marxism, are due to the breakdown of the reciprocal interaction between Marxism's heuristics and historical challenges.	
