id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2778587	10.2307/2778587	The Occupational Situs as a Predictor of Work Values	Yitzhak Samuel, Noah Lewin-Epstein	American Journal of Sociology	85	3	1979-11-01T00:00:00Z	pp. 625-639	The University of Chicago Press	fla		This study rests on the premise that an individual's work values are, to a great extent, determined by his occupation. The complex features of occupations are collapsed here into two orthogonal dimensions. The vertical dimension is captured by the concept of status and the horizontal one by the concept of field or situs. Our objective is to study the unique relationship of each dimension with the work values an individual holds. While the effects of class and status on attitudes and beliefs have been demonstrated in a number of studies, the association of occupational situs and work values has not yet been shown. Conceptualizing situses as functional subsystems, we are able to hypothesize specific associations between four kinds of work values and 10 situs clusters. The findings, in a sample of 1,200 female and male workers, affirm the predictions and, moreover, show that the occupational situs is apparently the better predictor of value preferences as compared with occupational status and a number of background variables.	
10.2307/2779762	10.2307/2779762	Institutions and Schools of Thought: The Neogrammarians	Olga Amsterdamska	American Journal of Sociology	91	2	1985-09-01T00:00:00Z	pp. 332-358	The University of Chicago Press	fla		In this examination of the institutional conditions under which the Neogrammarian school of thought made its appearance in late 19th century linguistics in Germany, the emergence of the Neogrammarians is interpreted as the reaction of a well-placed, rising elite to the institutional changes transforming the study of philology at the German universities. The status of school members within the academic community and changes in the situation of the discipline within the university are seen as affecting not only the formation of the school of though as a social entity but also the specific content of its Cognitive innovations.	
10.2307/2779802	10.2307/2779802	Structural Determinants of Intergroup Association: Interracial Marriage and Crime	Scott J. South, Steven F. Messner	American Journal of Sociology	91	6	1986-05-01T00:00:00Z	pp. 1409-1430	The University of Chicago Press	fla		Using data on interracial marriage and interracial violent crime for a sample of 25 metropolitan communities, this article tests several hypotheses derived from Blau's theory of social structure. Consistent with theoretical predictions, moderate, positive correlations are found between rates of interracial marriage and crime. The article also explores the relationship between the dimensions of social structure identified by Blau-group size, heterogeneity, intergroup inequality ("consolidation"), and segregation-and these two forms of social association. Both interracial marriage and interracial crime are influenced significantly by at least one of these structural conditions. Contrary to initial expectations, however, the effects of social structure vary by the form of association. The rate of interracial marriage is positively affected by the degree of racial income equality, whereas interracial crime rates are more strongly influenced by relative group size and racial residential segregation. The article concludes with a few speculative remarks concerning the differential effects of structural variables on different forms of association.	
10.2307/2782111	10.2307/2782111	Petitions and the "Invention" of Public Opinion in the English Revolution	David Zaret	American Journal of Sociology	101	6	1996-05-01T00:00:00Z	pp. 1497-1555	The University of Chicago Press	fla		Current accounts of the capitalist and Protestant origins of the democratic public sphere are inconsistent and speculative. This empirical account explains the transition in political communication from norms of secrecy to appeals to public opinion. Popular communicative change in the English Revolution anticipated, in practice, the democratic theory of the public sphere when printing transformed a traditional instrument of communication-the petition. Petitions had medieval origins and traditions that upheld norms of secrecy and privilege in political communication. Economic and technical properties of printing-namely, heightened commercialism and the capacity to reproduce texts-demolished these norms by changing the scope and content of communication by petition. This practical innovation appears in all factions in the revolution. But among radical groups, the political use of printed petitions led to novel theories and to democratic speculation on constitutional provisions that would ensure the authority of public opinion in politics. This analysis contradicts key assumptions on communicative change that fuel pessimistic assessments of the modern public sphere in post-modernism and critical theory.	
10.2307/2780199	10.2307/2780199	Economic Action and Social Structure: The Problem of Embeddedness	Mark Granovetter	American Journal of Sociology	91	3	1985-11-01T00:00:00Z	pp. 481-510	The University of Chicago Press	fla		How behavior and institutions are affected by social relations is one of the classic questions of social theory. This paper concerns the extent to which economic action is embedded in structures of social relations, in modern industrial society. Although the usual neoclasical accounts provide an "undersocialized" or atomized-actor explanation of such action, reformist economists who attempt to bring social structure back in do so in the "oversocialized" way criticized by Dennis Wrong. Under-and oversocialized accounts are paradoxically similar in their neglect of ongoing structures of social relations, and a sophisticated account of economic action must consider its embeddedness in such structures. The argument in illustrated by a critique of Oliver Williamson's "markets and hierarchies" research program.	
10.2307/2777341	10.2307/2777341	Crime Rates of American Cities in an Ecological Context	Jack P. Gibbs, Maynard L. Erickson	American Journal of Sociology	82	3	1976-11-01T00:00:00Z	pp. 605-620	The University of Chicago Press	fla		Given a city that contains only a small proportion of the residents in the larger ecological community, the conventional crime rate for that city could be high merely because the denominator of the rate underestimates the potential number of victims or offenders. Accordingly, there is a basis for anticipating a direct relatinship among cities between (1) community/city population size rations and (2) rates for particular types of crimes. The relationship does hold for many American cities when Urbanized Areas (UAs) or Standard Metropolitan Statistical Areas (SMSAs) are taken as approximations of communities; but it holds only for singular cities, each of which is the only central city in a SMSA. The argument of this paper is that singular cities are much more homogeneous as regards dominance within the cmmunity than are other types of cities, and that dominance determines the extent to which a city will attract nonresident participants in crimes. In any case, the findings cast doubts on the use of conventional crime rates for cities in testing theories.	
10.2307/2779052	10.2307/2779052	Reply to Holton	Jere Cohen	American Journal of Sociology	89	1	1983-07-01T00:00:00Z	pp. 181-187	The University of Chicago Press	fla			
10.2307/2778855	10.2307/2778855	The Deterrent Effect of Capital Punishment: New Evidence on an Old Controversy	David P. Phillips	American Journal of Sociology	86	1	1980-07-01T00:00:00Z	pp. 139-148	The University of Chicago Press	fla		On the average, homicides decrease by 35.7% immediately following a publicized execution. The more publicity devoted to the execution, the the more homicides decrease thereafter. This decrease apparently occurs because capital punishment has a short-term deterrent effect on homicides. This deterrent effect has not been demonstrated previously. A long-term deterrent effect is not evidence from the findings.	
10.2307/2781339	10.2307/2781339	"Red" Unions and "Bourgeois" Contracts?	Judith Stepan-Norris, Maurice Zeitlin	American Journal of Sociology	96	5	1991-03-01T00:00:00Z	pp. 1151-1200	The University of Chicago Press	fla		What are the effects of the political consciousness of union leaders-and thus of the struggles they lead-in shaping the "political regime of production," that is, the political relations through which the capital/labor relation in the sphere of production is defined, regulated, and enforced? In the prevailing functionalist theory, whether in its "pluralist" or "Marxist" variant, the effects are nil: union leaders cannot transcend the labor union's inherent system stabilizing functions (to routine conflict, contain discontent, and "incorporate" the working class). In this article, an analysis of a sample of contracts won by U.S. industrial unions, 1937-55, shows that union leadership-left, right, and center-has substantial independent effects in determining the production regime. Specifically, the contracts won by communist-led unions were far more likely, throughout the era, to be "pro-labor" (i.e., to undermine the sway of capital within production) than those won by their rivals.	
10.2307/2777299	10.2307/2777299	Essences as Moral Identities: Verifiability and Responsibility in Imputations of Deviance and Charisma	Jack Katz	American Journal of Sociology	80	6	1975-05-01T00:00:00Z	pp. 1369-1390	The University of Chicago Press	fla		Persons conceive of abilities and disabilities, talents and character defects, competencies and incompetencies, as essences-unobservable, present and inherent states of being. We can test for imputations of essences by noting whether an actor changes his menaing when he defines others by referring only to observable phenomena-their past, manifested activities. The concepts of deviance and charisma, defined as inferior and superior capacity to respond in interaction, summarize the two forms of essences. In these moral transactions, people establish ambivalent identities for themselves, limitating their own actions and risking reversals of identity with those labeled.	
10.2307/2781555	10.2307/2781555	Response to Hauser and Logan and Grusky and Van Rompaey	Steve Rytina	American Journal of Sociology	97	6	1992-05-01T00:00:00Z	pp. 1729-1748	The University of Chicago Press	fla			
10.2307/2782460	10.2307/2782460	Networks, Knowledge, and Niches: Competition in the Worldwide Semiconductor Industry, 1984-1991	Joel M. Podolny, Toby E. Stuart, Michael T. Hannan	American Journal of Sociology	102	3	1996-11-01T00:00:00Z	pp. 659-689	The University of Chicago Press	fla		The authors develop a conceptions of an organization-specific niche in a technological network. This niche is defined by two properties: crowding and status. The authors hypothesize that crowding suppresses and organization's life chances and that status enhances life chances, especially for those organizations in uncrowded niches. They operationalize this conception of the niche using patents and patent citations, and they find support for these hypotheses in an examination of technological competition in the worldwide semiconductor industry. In the conclusion, they compare these findings to earlier research and highlight some of the particular advantages of this conception of the niche.	
10.2307/2781105	10.2307/2781105	American Apartheid: Segregation and the Making of the Underclass	Douglas S. Massey	American Journal of Sociology	96	2	1990-09-01T00:00:00Z	pp. 329-357	The University of Chicago Press	fla		This article argues that racial segregation is crucial to explaining the emergence of the urban underclass during the 1970s. A strong interaction between rising rates of poverty and high levels of residential segregation explains where, why and in which groups the underclass arose. This argument is developed with simulations that replicate the economic conditions observed among blacks and whites in metropolitan areas during the 1970s but assume different conditions of racial and class segregation. These data show how a simple increase in the rate of minority poverty leads to a dramatic rise in the concentration of poverty when it occurs within a racially segregated city. Increases in poverty concentration are, in turn, associated with other changes in the socioeconomic character of neighborhoods, transforming them into physically deteriorated areas of high crime, poor schools, and excessive mortality where welfare-dependent, female-headed families are the norm. Thus, policies to solve the socioeconomic problems of minorities will fail unless they are accompanied by measures for overcoming the disadvantages caused by racial discrimination and prejudice in the housing market.	
10.2307/3083223	10.2307/3083223	From Apron Strings to ABCs: Parents, Children, and Schooling in Nineteenth-Century Massachusetts	Carl F. Kaestle, Maris A. Vinovskis	American Journal of Sociology	84		1978-01-01T00:00:00Z	pp. S39-S80	The University of Chicago Press	fla			
10.2307/2779798	10.2307/2779798	Social Theory, Social Research, and a Theory of Action	James S. Coleman	American Journal of Sociology	91	6	1986-05-01T00:00:00Z	pp. 1309-1335	The University of Chicago Press	fla		After an extraordinarily promising beginning in 1937 with The Structure of Social Action, Talcott Parsons abandoned his attempt to ground social theory in a theory of purposive action. The functionalism that resulted moved in one direction, while social research has progressively moved in an individual-behavioristic direction, resulting in an ever-widening divergence between research and theory. This paper describes paths in research and in theory development, that will reconstitute relevance of each for the other. The essential elements are two. The first is use of a theory of purposive action as a foundation for social theory; this entails acceptance of a form of methodological individualism and rejection of holism. The second is a focus in social research and theory on the movement from the level of individual actions to macrosocial functioning, that is, the level of system behavior.	
10.2307/2780860	10.2307/2780860	Polygynous Fertility: Sexual Competition Versus Progeny	Douglas L. Anderton, Rebecca Jean Emigh	American Journal of Sociology	94	4	1989-01-01T00:00:00Z	pp. 832-855	The University of Chicago Press	fla		Three theoretical explanations for the effects of polygyny on marital fertility are investigated through an analysis of birth intervals in polygynous marriages of a 19th-century Utah population. Through the use of life-course fertility histories, behavior among polygynous wives is shown to depend on the number of children born to all wives rather than on biological factors such as the competition among greater numbers of wives for reproductive attention or age related infecundity. When biological effects are controlled, a greater (lesser) number of children born to earlier wives reduces (increases) fertility of more recent wives later in their life courses. Thus, it is argued that largely data-driven studies of polygyny may benefit from fertility theory, which emphasizes the role of the demand for children.	
10.2307/2778416	10.2307/2778416	A Liberal Theory of Prestige	Keith Hope	American Journal of Sociology	87	5	1982-03-01T00:00:00Z	pp. 1011-1031	The University of Chicago Press	fla		Earlier empirical and theoretical work showed that members of the public distinguish quite sharply between the rewards of an occupation and its value to society. The present paper argues that the perstige of occupations, as it is ordinarily graded, is a simple average of these two dimensions, implying that prestige has both a factual and a normative component. The argument is theoretical rather than inductive: it begins from the assumption that prestige has both a factual and a normative component. The argument is theoretical rather than inductive: it begins from the assumption that assessments of prestige do in fact involve considerations of economic reward, an it employs the data in conjunction with this well-grounded assumption to infer what other considerations must be involved. The argument is prosecuted by means of polar coordinate analysis. This method is applicable because R2 for the regression of social standing (taken to be a synonym for prestige) on other aspects of occupation is close to one; and virtually all the variance of each vector of occupational assessment lies in a space of three dimensions. The final discussion suggests that, although the data point to the existence of a normative consensus, this consensus bears little relation to prestige in its traditional prestige which bolsters the elite is a fragile thing, whereas the normative consensus on occupational prestige may constitute an important source of legitimation of the distribution of social rewards.	
10.2307/2779637	10.2307/2779637	On the Resolution of Role Incompatibility: A Life Event History Analysis of Family Roles and Marijuana Use	Kazuo Yamaguchi, Denise B. Kandel	American Journal of Sociology	90	6	1985-05-01T00:00:00Z	pp. 1284-1325	The University of Chicago Press	fla		Event history analyses are applied to life and drung histories to specify the casual sequences that underlie the associations between marijuana use and family roles observed in cross-sectional data: inverse relationships with marriage and being a parent; positive relationships with separation/divorce. Role selection and role socialization account for these relationships, and both processes contribute to the resolution of potential incompatibilities between family roles and marijuana use. Role selection effects of marijuana use are reflected in postponement of marriage and parenthood and increased risk of marital dissolution. Socialization effects of family roles on marijuana use are reflected in the reduced risk of marijuana initiation after marriage among women and the increased rate of stopping marijuana use after marriage among women and after parenthood among men. Anticipatory socialization is reflected in an increased propensity to stop marijuana use before marriage among men and women and before parenthood among women.	
10.2307/2781824	10.2307/2781824	Socioeconomic Status and Depression: The Role of Occupations Involving Direction, Control, and Planning	Bruce G. Link, Mary Clare Lennon, Bruce P. Dohrenwend	American Journal of Sociology	98	6	1993-05-01T00:00:00Z	pp. 1351-1387	The University of Chicago Press	fla		This article proposes a social causation explanation for the association between SES and depression/distress. The model links SES, occupational direction, control, and planning (DCP), personality factors, and depression/distress in a causal sequence. The data to test the social causation model against alternative, social selection models are derived from samples of psychiatric patients and community residents in Washington Heights, New York City. The key factor of DCP is operationalized using ratings from the Dictionary of Occupational Titles. The results support the social causation model and cannot be accounted for by several tests derived from social selection models. Thus the results increase the plausibility of the social causation model and suggest the need for further research on the links between occupational conditions and mental disorder.	
10.2307/2782236	10.2307/2782236	Recombinant Property in East European Capitalism	David Stark	American Journal of Sociology	101	4	1996-01-01T00:00:00Z	pp. 993-1027	The University of Chicago Press	fla		Recombinant property is a form of organizational hedging in which actors respond to uncertainty by deversifying assets, redefining and recombining resources. It is an attempt to hold resources that can be justified by more than one legitimating principle. Property tansformation in postsocialist Hungary involves the decentralized reorganization of assets and the centralized management of liabilities. Together they blur the boundaries of public and private, the boundaries of enterprises, and the boundedness of justificatory principles. Enterprise-level field research, data on the ownership structure of Hungary's 220 largest enterprises and banks, and an examination of the government's recent debt consolidation programs suggest the emergence of a distinctively East European capitalism that will differ as much from West European capitalism as do contemporary East Asian variants.	
10.2307/2781638	10.2307/2781638	Core Intervention and Periphery Revolution, 1821-1985	David Kowalewski	American Journal of Sociology	97	1	1991-07-01T00:00:00Z	pp. 70-95	The University of Chicago Press	fla		The association between periphery revolution and core intervention, 1821-1985, is examined in light of the world-system perspective. Two hypotheses are tested. First, a positive relationship between revolution and intervention can be found overt the longue durée of the two centuries. Second, however, the relationship is conditional on changing structural processes of the world system: the Kondratieff wave and the long wave of world leadership. Both hypotheses receive support from longitudinal data. Revolution is associated with intervention, but more so when the world system undergoes restructuring during Kondratieff expansions and hegemonic decline.	
10.2307/2779119	10.2307/2779119	An Empirical Typology of American Metropolitan Juvenile Courts	Vaughan Stapleton, David P. Aday, Jr., Jeanne A. Ito	American Journal of Sociology	88	3	1982-11-01T00:00:00Z	pp. 549-564	The University of Chicago Press	fla		The research reported in this paper develops a typology of American metropolitan juvenile courts through factor analysis of 96 court characteristics and a cluster analysis of courts based on indicators of five derived factors representative of structural dimensions. The data were collected through a mail and telephone survey of court personnel in a saturated sample of 150 metropolitan juvenile courts. The empirical typology is presented and its implications for future comparative studies and studies testing differential processing are discussed.	
10.2307/2782276	10.2307/2782276	A Role-Based Ecology of Technological Change	Joel M. Podolny, Toby E. Stuart	American Journal of Sociology	100	5	1995-03-01T00:00:00Z	pp. 1224-1260	The University of Chicago Press	fla		This article considers what factors determine whether an innovation becomes a foundation for future technological developments rather than a "dea end." The authors introduce the concept of the technological niche, which includes a focal innovation, the innovations on which the focal innovations builds, the innovations that build upon the focal innovation, and the technological ties among the innovations within the niche. Using patents and patent citations to measure characteristics of innovation niches within the semiconductor industry, the authors show that the size of the niche and the status of the actors within the niche have a positive effect on the likelihood that subsequent innovations will build upon the focal innovation. Competitive intensity within the niche has a negative effect on this likelihood.	
10.2307/2782352	10.2307/2782352	Reputational Entrepreneurs and the Memory of Incompetence: Melting Supporters, Partisan Warriors, and Images of President Harding	Gary Alan Fine	American Journal of Sociology	101	5	1996-03-01T00:00:00Z	pp. 1159-1193	The University of Chicago Press	fla		"Reputational entrepreneurs" attempt to control the memory of historical figures through motivation, narrative facility, and institutional placement. Whereas the study of those remembered as great or evil draws on Durkheimian Theory's consensus and cohesion, this does not explain the memory of the "incompetent." Reputational politics is an arena in which forces compete to control memory. Reputations are grounded in a social construction of character, subsequently generalized to policy and the character of the society. In the case of Warren G. Harding, the U.S. president rated lowest by historians and the public, political opponents set the agenda, while potential supporters did not defend him, given their political interests, structural positions, and a lack of credible narrative.	
10.2307/2780123	10.2307/2780123	Declining Union Membership in the Post-World War II Era: The United Furniture Workers of America, 1939-1982	Daniel B. Cornfield	American Journal of Sociology	91	5	1986-03-01T00:00:00Z	pp. 1112-1153	The University of Chicago Press	fla		An organizational explanation of post-World War II declining union membership, termed the "replenishment thesis," is developed to compensate for the deemphasis on decline in Marxian, functional, and economic theories of unionization. Since 1945, large nonunion corporations have stabilized their work forces by providing private employee welfare plans, and unions have consequently been most successful in organizing employees of small establishments. These have often folded, thereby jeopardizing union membership. The thesis is tested with analyses of the membership trends, representation election outcomes, and local union turnover rates of the United Furniture Workers between 1939 and 1982.	
10.2307/2777933	10.2307/2777933	Income and Marital Events: Evidence from an Income-Maintenance Experiment	Michael T. Hannan, Nancy Brandon Tuma, Lyle P. Groeneveld	American Journal of Sociology	82	6	1977-05-01T00:00:00Z	pp. 1186-1211	The University of Chicago Press	fla		In this paper we report estimates of the impacts of the Seattle and Denver Income-Maintenance Experiments on marital dissolution and remarriage. To assess the experimental impacts, we use a stochastic model of rare events in which the rate at which an event occurs is assumed to depend log linearly on a set exogenous variables. Overall, income maintenance raises the rate of marital dissolution. For black, white, and Chicana women, the greatest increase occurs at the support levels closest to the control situation. The impact of income maintenance on remarriage differs by race-ethnicity. For Chicanas, the rate of remarriage decreases as the level of support increase. For blacks and whites, income maintenance has no discernible impact on the rate of remarriage. The results provide empirical evidence that a change in economic situation does affect marital events in low-income populations.	
10.2307/2777339	10.2307/2777339	History and Social Change	Gerhard Lenski	American Journal of Sociology	82	3	1976-11-01T00:00:00Z	pp. 548-564	The University of Chicago Press	fla		In Social Change and History, Robert Nisbet challenged the new evolutionary theory on epistemological, methodological, and substantive grounds. This paper examines each of Nisbet's charges and concludes that his oft-praised volume provides a misleading view of the new evolutionism and a less than satisfactory guide to the study of social change. Above all, Nisbet's charge that the new evolutionism is based on metaphor and analogy ignores entirely the increasingly substantial empirical grounding to theory in archaeological, historical, and socilogical research. Also, his effort to force scholars to choose between the nomothetic concerns of evolutionists and the idiographic concerns of historians and some historical sociologist invites conflict where cooperation is needed.	
10.2307/2780549	10.2307/2780549	State Timing of Policy Adoption: Workmen's Compensation in the United States, 1909-1929	Eliza K. Pavalko	American Journal of Sociology	95	3	1989-11-01T00:00:00Z	pp. 592-615	The University of Chicago Press	fla		Using event-history analysis, this study of workmen's compensation analyzes how fast American state legislators responded to the work accident problem. States were quicker to adopt legislation when productivity and work-accident litigation were high and when nonagricultural workers outnumbered agricultural ones. Despite the influence of capital and labor in shaping workmen's compensation in other analyses, the speed of state legislation was unaffected by the presence or interests of capital and labor groups. This suggests that the speed of adoption was shaped by a different aspect of capital-labor relations than is seen when studies focus on the activities of specific actors or groups.	
10.2307/2781286	10.2307/2781286	Specifying the Relationship Between Social Ties and Activism	Doug McAdam, Ronnelle Paulsen	American Journal of Sociology	99	3	1993-11-01T00:00:00Z	pp. 640-667	The University of Chicago Press	fla		Much empirical work in the social-movements literature has focused on the role of social ties in movement recruitment. Yet these studies have been plagued by a troubling theoretical and empirical imprecision. This imprecision stems from three sources. First, these studies are generally silent on the basic sociological dynamics that account for the reported findings. Second, movement scholars have generally failed to specify and test the precise dimensions of social ties that seem to account for their effects. Finally, most studies fail to acknowledge that individuals are embedded in many relationships that may expose the individual to conflicting pressures. This article seeks to address these shortcomings by means of an elaborated model of recruitment that is then used as a basis for examining the role of social ties in mediating individual recruitment to the 1964 Mississippi Freedom Summer Project.	
10.2307/2780819	10.2307/2780819	Welfare Spending in Advanced Industrial Democracies, 1950-1980	Fred C. Pampel, John B. Williamson	American Journal of Sociology	93	6	1988-05-01T00:00:00Z	pp. 1424-1456	The University of Chicago Press	fla		This paper addresses long-standing debates over the role of demographic structure, class power, class-based political parties, and democraphic political participation in the growth of the welfare state in advance industrial democracies from 1950 to 1980. It distinguishes four theories-industrialism, monopoly capitalism, social democratic, and interest-group politics-and tests them using pooled, cross-sectional, time-series data for 18 nations and seven time points. Total social welfare spending, composed primarily of social insurance benefits, is dominated by the size of the aged population, smaller but important effect of nonclass political variables such as voting participation and electoral competition, and interaction of age with political and other variables. Public assistance, means-tested programs, however, are dominated by class variables. Although evaluation of the theories must consider the domain of programs to which each best applies, the results generally favor an interest-group-politics theory, which posits the dominant influence of demographic and political factors.	
10.2307/2782541	10.2307/2782541	School Desegregation, Interracial Exposure, and Antibusing Activity in Contemporary Urban America	Susan Olzak, Suzanne Shanahan, Elizabeth West	American Journal of Sociology	100	1	1994-07-01T00:00:00Z	pp. 196-241	The University of Chicago Press	fla		Prior research emphasized either resource mobilization or grievance explanations of antibusing activity. This article argues that both explanations imply that racial competition generated collective action against busing. It suggests that increases in interracial exposure in schools and neighborhoods trigger racial and ethnic conflict. This article examines these competition arguments using data on antibusing events, school desegration, and interracial residential exposure in SMSAs from 1968 through 1990. The results suggest that the amount of school desegregation significantly raised rates of protests against busing. Furthermore, there is little evidence that the federal origin of court-ordered busing increased antibusing activity.	
10.2307/2777854	10.2307/2777854	Supervision and Conformity: A Cross-Cultural Analysis of Parental Socialization Values	Godfrey J. Ellis, Gary R. Lee, Larry R. Petersen	American Journal of Sociology	84	2	1978-09-01T00:00:00Z	pp. 386-403	The University of Chicago Press	fla		This paper integrates the existing theories on the antecedents of parental values in socialization, drawing heavily on the work of Kohn; Barry, Child, and Bacon; Stephens; and Olsen. Their theories, although varying in specific hypotheses, may be partially subsumed under the general proposition that supervision of the parent in salient behavioral domains is positively related to a parental value on conformity and negatively related to a value on self-reliance. Hypotheses derived from this theory are tested on a sample of 122 cultures drawn from the Human Relations Area Files and the Standard Cross-cultural Sample and are generally supported. Implications for further theoretical development are discussed.	
10.2307/2781955	10.2307/2781955	Economic Necessity and the Life Cycle in the Family Economy of Nineteenth-Century Indianapolis	Robert V. Robinson	American Journal of Sociology	99	1	1993-07-01T00:00:00Z	pp. 49-74	The University of Chicago Press	fla		The hypothesis that economic strategies (wives' employment, children's employment, and taking in boarders) were adopted out of necessity by working-class families and at the point in the family life cycle when need was greatest is tested on a sample of families living in Indianapolis from 1860 to 1880. Loss of husband's income led some wives to seek employment, but generally did not lead families to use other strategies. Middle-class families were as likely as working-class families to use economic strategies. Families did, however, make more use of economic strategies as they moved through the most financially stressful stage of the life cycle-when the largest number of children lived at home. Thus, all three economic strategies showed a rise-and-fall pattern as families moved through the life cycle.	
10.2307/2780159	10.2307/2780159	State Breakdown in the English Revolution: A New Synthesis	Jack A. Goldstone	American Journal of Sociology	92	2	1986-09-01T00:00:00Z	pp. 257-322	The University of Chicago Press	fla		This essay develops and tests a formal time-series model of the pressures leading to state breakdown in England in 1640-42. The model has several novel features: it applies a quantitative analysis to the logic of structural-historical studies of revolution that generally proceed in a qualitative fashion; it yields a strong prediction of political crisis in mid-17th-century England and of relative stability in the preceding and succeeding centuries; and it helps resolve several problems in the historiography of the English Revolution and the current theory of revolutions.	
10.2307/2782114	10.2307/2782114	Movements, Countermovements, and the Structure of Political Opportunity	David S. Meyer, Suzanne Staggenborg	American Journal of Sociology	101	6	1996-05-01T00:00:00Z	pp. 1628-1660	The University of Chicago Press	fla		Movement-countermovement interaction is an ongoing feature of contemporary social movements and, indeed, of contemporary politics. Yet the interplay of contending movements is understudied and undertheorized. This article begins to remedy this deficit by arguing that new work on political opportunity structure provides important insights and significant theoretical leverage for this study. Through a review of the literatures on countermovements and political opportunity, this article argues that this interaction increases when states enable but do not satisfy challengers. This article presents a general framework of theoretical propositions for understanding the interplay of movements and their opponents to animate and guide subsequent research.	
10.2307/2778849	10.2307/2778849	The European Witch Craze of the 14th to 17th Centuries: A Sociologist's Perspective	Nachman Ben-Yehuda	American Journal of Sociology	86	1	1980-07-01T00:00:00Z	pp. 1-31	The University of Chicago Press	fla		From the early decades of the 14th century until 1650, continental Europeans executed between 200,000 and 500,000 witches, 85% or more of whom were women. The character and timing of these executions and the persecutions which preceded them were determined in part by changed objectives of the Inquisition, as well as by a differentiation process within medieval society. The which craze answered the need for a redefinition of moral boundaries, as a result of the profound changes in the medieval social order. The fact that these executions and the accompanying demonological theories enjoyed widespread and popular acceptance can be explained through the anomie which permeated society at that time. While these conditions provided the intellectual, cognitive background for the witch-hunts,economic and demographic changes, together with the emotional need for a target, explain why the witch-hunts were directed at women.	
10.2307/2779518	10.2307/2779518	The Emergent Organization of Plea Bargaining	John F. Padgett	American Journal of Sociology	90	4	1985-01-01T00:00:00Z	pp. 753-800	The University of Chicago Press	fla		This article analyzes four systems of plea bargaining within American criminal courts. These systems are examples of centralized authority, centralized contract, delegated authority, and delegated contract. The guiding questions are: Why do informal role structures emerge in organizations? How are such role adaptations shaped by the formal structures they subvert? Stochastic models based on the existing research literature are developed to derive numerous empirical predictions about why different U.S. cities have different plea bargaining systems.	
10.2307/3083242	10.2307/3083242	Bureaucratic Initiative in Capitalist New Zealand: A Case Study of the Accident Compensation Act of 1972	Pat Shannon	American Journal of Sociology	88		1982-01-01T00:00:00Z	pp. S154-S175	The University of Chicago Press	fla		New Zealand's position in the world economic order and the form of its state determine the limits and possibilities of state initiative. One such initiative-the Accident Compensation Act of 1972-has been something of a revolution in social policy, as it abolished the whole field of tort law with respect to accident injury, covers all accident-related costs for all citizens, and provides earnings-related compensation for all earnings lost. The paper analyzes how the act, first framed in the interests of monopoly capital, was reshaped through struggles both outside and within the state.	
10.2307/2778704	10.2307/2778704	Erratum:Indicators of Sex Typing: Traditional and Egalitarian, Situational and Ideological Responses		American Journal of Sociology	85	4	1980-01-01T00:00:00Z		The University of Chicago Press	fla			
10.2307/2782505	10.2307/2782505	Nietzsche's Antisociology: Subjectified Culture and the End of History	Robert J. Antonio	American Journal of Sociology	101	1	1995-07-01T00:00:00Z	pp. 1-43	The University of Chicago Press	fla		Although a very important figure in interdisciplinary social theory, Nietzsche is absent from sociological theory, especially in the United States. Equating rationalization with cultural homogenization and liquidation of particularity, Nietzsche saw "decadence" where modern social theorists saw progress. He held that sociology drapes cultural domination, regimentation, and exhaustion with the appearance of legitimacy. This essay explores his views about the depletion of social resources stressed in modern theory. It elaborates his "antisociology" and then traces the impact of this framework on three divergent currents of social theory. Nietzsche is read against the backdrop of modern theory in order to explore his continuing challenge to this tradition and his relevance to sociology.	
10.2307/2781738	10.2307/2781738	Sons, Daughters, and Intergenerational Support in Taiwan	Yean-Ju Lee, William L. Parish, Robert J. Willis	American Journal of Sociology	99	4	1994-01-01T00:00:00Z	pp. 1010-1041	The University of Chicago Press	fla		This study focuses on married children's financial support for their parents in Taiwan. It is often assumed that economic and social changes accompanying industrialization will drastically weaken parental power and thus reduce the support from adult children to parents. The data in this article, however, show that the vast majority of married children, both sons and daughters, provided net financial suppor for their parents during the previous year. The socioeconomic characteristics of the parents and children in the families where financial transfers occurred indicate that the altruism/corporate group model best portrays intergenerational transactions during the period of rapid economic growth.	
10.2307/2782585	10.2307/2782585	The Historical Making of Collective Action: The Korean Peasant Uprisings of 1946	Gi-Wook Shin	American Journal of Sociology	99	6	1994-05-01T00:00:00Z	pp. 1596-1624	The University of Chicago Press	fla		This article presents a historical view of collective action with special attention to the role of protest experience. It argues that prior action develops a consciousness that becomes a resource in future action. However, this enhanced consciousness must be mobilized through a protest organization for action to occur. Data on 123 couties in South Korea that peasant uprisings in 1946 were functions of the degree of peasant experience in protest-particularly tenancy disputes in the 1930s-and the effectiveness of mobilization by people's committees. These findings demonstrate the relevance of resource mobilization theory in an authoritarian Third World context.	
